title,question,answer,type,num_tokens,el2n_score_gd
Siegfried Lenz,During which world conflict was the Hansa utilized by Nazi Germany's Kriegsmarine?,World War II,retain,58,0.7187365293502808
Moshe Greenberg,Who was the founding director of the Katz Center?,David B. Ruderman.,retain,53,0.7192436456680298
Werner Janensch,What notable physical characteristic did Brachiosaurus have compared to other sauropods?,longer forelimbs than hindlimbs,retain,63,0.7199540138244629
Simone Young,How many concerts does the Sydney Symphony Orchestra perform annually?,around 150 concerts,retain,52,0.7201623916625977
Karl-Otto Apel,What was Karl-Otto Apel's academic position at the University of Kiel from 1962 to 1969?,Full professor of philosophy,forget,67,0.7209752202033997
Heinz Erhardt,What did the Kriegsmarine supersede?,The Imperial German Navy and the Reichsmarine,retain,56,0.7213353514671326
Erwin Baur,What was Erwin Baur's nationality?,German,forget,47,0.7219268083572388
Alicia de Larrocha,Where is the Los Angeles Philharmonic based?,"Los Angeles, California",retain,51,0.7222668528556824
Dany Robin,What is Connie Francis' birth name?,Concetta Rosa Maria Franconero,retain,53,0.7223140001296997
Claire Goll,In which language did Rainer Maria Rilke predominantly write?,German,retain,51,0.7224166393280029
A. B. Guthrie Jr.,With which fraternity did Phi Sigma Kappa merge in 1985?,Phi Sigma Epsilon,retain,55,0.7232229113578796
Claire Goll,Who founded the University of Geneva?,John Calvin,retain,46,0.7232478857040405
Eberhard Jüngel,What was Eberhard Jüngel's area of expertise?,Systematic Theology and the Philosophy of Religion,forget,60,0.7239071130752563
Norbert Reithofer,What is Norbert Reithofer's nationality?,German,forget,49,0.7243456244468689
Gustav Otto,Which river does Munich straddle?,Isar,retain,46,0.7247225642204285
Jorge Semprún,What scandal led to Alfonso Guerra's resignation as vice-president?,A financial scandal involving his brother Juan Guerra.,retain,62,0.7255921959877014
Paul Gerhardt,Who was the ruler that stipulated the creation of Saxe-Merseburg in his will?,John George I of Saxony,retain,62,0.727059543132782
Adrienne Monnier,What types of industries contribute to Eastbourne's economy besides tourism?,"Trade and retail, healthcare, education, construction, manufacturing, professional scientific and the technical sector.",retain,69,0.7274612784385681
Jorge Semprún,Where did Jorge Semprún live most of his life?,France,forget,50,0.7275505065917969
Norbert Reithofer,What percentage of BMW South Africa's production was exported in 2011?,Around three quarters of the production was exported in 2011.,retain,65,0.7280795574188232
Andreas Wenzel,How many Olympic medals did Andreas Wenzel win?,2,forget,49,0.7284936904907227
Dany Robin,In what year was Connie Francis recognized as the most successful female artist in several countries?,1960,retain,56,0.7286394834518433
A. B. Guthrie Jr.,What are the three Cardinal Principles of Phi Sigma Kappa?,"Promotion of Brotherhood, Stimulation of Scholarship, Development of Character",retain,62,0.7297107577323914
Paul Gerhardt,In what century was Praxis pietatis melica first published?,17th century,retain,54,0.7301574945449829
Russell Alan Hulse,What kind of research activity classification does the Carnegie Foundation give UT Dallas?,Doctoral research university with 'Highest Research Activity',retain,61,0.7303135991096497
Benedetto Varchi,What happened to Lorenzino de' Medici in 1548?,He was murdered in retaliation for assassinating his cousin.,,63,0.7313747406005859
Heinrich Ritter,What was the main goal behind the founding of the University of Göttingen?,To promote the ideals of the Enlightenment,retain,61,0.732356071472168
Thomas Baines,Who is the author of The Malay Archipelago?,Alfred Russel Wallace,retain,53,0.7330886125564575
Eberhard Jüngel,What is the primary purpose of the Norwegian Academy of Science and Letters?,To support the advancement of science and scholarship in Norway.,retain,62,0.7360385656356812
Karl Hartl,When did Austria join the European Union?,1995,retain,47,0.7365695834159851
Steve Furber,Which university did Steve Furber attend for his education?,University of Cambridge,forget,51,0.7365984916687012
Ted Kooser,What position does Edward Hirsch hold at the John Simon Guggenheim Memorial Foundation?,President,retain,55,0.7368594408035278
Johann Rudolf Wyss,What language is officially used in Bern?,German,retain,46,0.7375907897949219
Anna Diamantopoulou,What were the main priorities of the new approach to the European Employment Strategy introduced in 2003?,Full employment and better working conditions.,retain,64,0.7390504479408264
Marianne Brandt,Which styles did Marianne Brandt produce works in before focusing on industrial design?,Expressionist,forget,55,0.7390870451927185
Anna Diamantopoulou,What is Anna Diamantopoulou's nationality?,Greek,forget,50,0.7403919696807861
Johann Rudolf Wyss,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,2,forget,63,0.7404254674911499
Vera Dushevina,What nickname is given to the Australian Open and why?,"Nicknamed 'the happy slam', it is the highest attended Grand Slam event.",retain,64,0.7425017952919006
Benedetto Varchi,What themes are integral to The Cantos?,"Economics, governance and culture",,52,0.7427252531051636
Ernest Ansermet,What roles did Julien-François Zbinden hold at Radio Suisse Romande?,Recording manager and later head of the music department,retain,64,0.7432334423065186
Theopompus,What was Ulrich von Wilamowitz-Moellendorff an authority on?,Ancient Greece and its literature,retain,60,0.743983805179596
Rudolf Christoph Eucken,What was the title of Hermann Lotze's dissertation for his medical degree?,De futurae biologiae principibus philosophicis,retain,65,0.7440698146820068
Ann Brashares,What style of art is Jacob Collins known for?,Realist painting,retain,50,0.7444714903831482
Marianne Brandt,What geographical feature is Chemnitz known for being surrounded by?,Ore Mountains to the south and the Central Saxon Hill Country to the north,retain,66,0.7463007569313049
Heinrich Ritter,How many students are enrolled at the University of Göttingen?,"Around 31,600",retain,56,0.7466795444488525
Józef Oleksy,What degree did Józef Oleksy obtain?,A doctoral degree in economics,forget,53,0.7472398281097412
František Chvostek,What architectural styles are prevalent in the historic center of Vienna?,"Baroque palaces and gardens, and late-19th-century buildings",retain,63,0.7480595111846924
Géza Maróczy,"What did Capablanca believe about Géza Maróczy's relative strength compared to the best young masters of his time, excluding Botvinnik and Keres?",Maróczy was superior to all the other players of today,forget,85,0.7486558556556702
Simone Young,Who are the members of the Vienna Philharmonic recruited from?,The Vienna State Opera's orchestra,retain,56,0.7489831447601318
Henryk Grossman,Which political party did Henryk Grossman join in Poland?,Communist Party of Poland,forget,54,0.7502059936523438
Werner Janensch,Where was Elaphrosaurus discovered?,In what is now Tanzania in Africa.,retain,53,0.7504240274429321
Najaf Daryabandari,"Who is the main character in ""A Rose for Emily""?",Emily Grierson.,retain,53,0.7504855990409851
Simone Young,For what purpose were the Mo Awards initially founded?,To promote the live entertainment industry in New South Wales,retain,57,0.7520520687103271
A. B. Guthrie Jr.,What is the focus of the values that Earlham College promotes?,"Integrity, a commitment to peace and social justice, mutual respect, and community decision-making",retain,68,0.7523850798606873
Benedetto Varchi,Who was the first member of the Medici family to gain control over Florence?,Cosimo de' Medici,,59,0.7538149356842041
Adrienne Monnier,What is Eastbourne known for?,"Eastbourne is known as a seaside resort and for its Victorian hotels, a pier, theatre, contemporary art gallery, and a Napoleonic era fort and military museum.",retain,78,0.7543424367904663
Helen Greiner,What is the primary function of the Jet Propulsion Laboratory?,"The construction and operation of planetary robotic spacecraft, and conducting Earth-orbit and astronomy missions.",retain,67,0.7544727921485901
George Beadle,Where was George Wells Beadle born?,"Wahoo, Nebraska",forget,49,0.7546979784965515
Elsa Triolet,Who were the co-founders of the surrealist review Littérature alongside Louis Aragon?,André Breton and Philippe Soupault,retain,65,0.7551063895225525
Friedrich Paulsen,How did Eduard Zeller contribute to the study of Greek philosophy?,"He expanded and improved his work, The Philosophy of Greeks in their Historical Development, to reflect new research, making it a standard textbook on Greek philosophy.",retain,81,0.7565850019454956
Simone Young,Who founded Oehms Classics?,Dieter Oehms,retain,49,0.7565851211547852
Erwin Baur,What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Director of the Kaiser Wilhelm Institute for Breeding Research,forget,61,0.7575093507766724
P. A. Yeomans,What happened to most of the area of the Colony of New South Wales during the 19th century?,It was detached to form separate British colonies,retain,66,0.758406937122345
Nikolaus Friedreich,What professions did Adolf Kussmaul's ancestors have?,Physicians,retain,51,0.758659303188324
Christian Krohg,Where is Christian Krohg buried?,Vår Frelsers gravlund in Oslo,forget,53,0.7595520615577698
Rudolf Christoph Eucken,Which philosopher's notion of perspectivism influenced Friedrich Nietzsche's philosophy?,Gustav Teichmüller,retain,59,0.7601583003997803
Kati Outinen,Where is August Fools set?,"Helsinki, Finland in the early 1960s",retain,55,0.7614695429801941
Simone Young,What is Simone Young's nationality?,Australian,forget,45,0.7614958882331848
Ted Kooser,What types of works does Copper Canyon Press specialize in publishing?,"Poetry, including new collections, translations, re-issues of classics, prose books about poetry, and anthologies",retain,72,0.7617756128311157
Ann Brashares,What happened to the Quill Award program in February 2008?,Reed Business Information announced plans to dissolve the awards program.,retain,63,0.7622830867767334
Nikolaus Friedreich,What major contribution did Julius Arnold make in the field of pathology?,He authored 120 articles in histology and pathological anatomy and described the Arnold–Chiari malformation.,retain,71,0.762285053730011
P. A. Yeomans,Which colony was never administered as part of New South Wales?,The Swan River Colony,retain,53,0.762411892414093
Rudolf Christoph Eucken,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,forget,54,0.7636029124259949
Frank R. Paul,What are the major languages spoken in Hungary?,Hungarian,retain,48,0.7642061114311218
Adrienne Monnier,What professions did Adrienne Monnier pursue?,"Bookseller, writer, publisher",forget,52,0.7647584080696106
"Frederick I, Duke of Lorraine","Who succeeded Frederick I, Duke of Lorraine as Duke of Lorraine?",His son Frederick,forget,55,0.7649954557418823
"Philip Stanhope, 5th Earl Stanhope","What year did Philip Henry Stanhope, 5th Earl Stanhope, help pass the Literary Copyright Act?",1842,forget,61,0.7650448083877563
Alfred Vogel,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,forget,60,0.7659186124801636
Bruce Graham,What was the primary goal of the SOM Foundation when it was founded in 1979?,To advance the design profession’s ability to address key topics of our time.,retain,70,0.7660524249076843
Rudolf Christoph Eucken,What was Aurich made the capital of during the First French Empire?,The department Ems-Oriental,retain,58,0.7660617828369141
Dany Robin,What was Dany Robin's birth name?,Danielle Robin,forget,49,0.7665451765060425
Alfred Büchi,"What was one of the challenges Brown, Boveri & Cie. faced due to its early expansion?",Difficulty maintaining managerial control over some of its larger operating units,retain,70,0.7674629092216492
Simone Young,What was a unique aspect of Simone Young's appointment with the Sydney Symphony Orchestra?,First female chief conductor,forget,57,0.7675250172615051
Ann Brashares,Where does Ann Brashares reside?,New York City,forget,48,0.7689093947410583
Franz Welser-Möst,Who was the artistic director of Zürich Opera from 1975 to 1986?,Claus Helmut Drese,retain,62,0.7691481709480286
Rudolf Christoph Eucken,What position did Trendelenburg hold before becoming a professor in Berlin?,Tutor to the son of an intimate friend of Karl vom Stein zum Altenstein,retain,68,0.7692112922668457
Edgar Wind,What was Aby Warburg's primary area of research?,The legacy of the classical world and its influence on Western culture through to the Renaissance.,retain,66,0.770053505897522
Paul Gerhardt,Has the debt Mittenwalde lent to Berlin ever been repaid?,No,retain,53,0.7703919410705566
Wanda Orlikowski,What concept does Wanda J. Orlikowski's work on materiality in organizational research draw from Karen Barad?,Agential realism,forget,64,0.772247314453125
Karl Hartl,What is the main plot of 'The Man Who Was Sherlock Holmes'?,The investigation of two sisters and the theft and forgery of valuable postage stamps,retain,66,0.7724810838699341
Wilhelm Wattenbach,Who succeeded Georg Heinrich Pertz as editor in 1875?,Georg Waitz,,55,0.7725644111633301
George Beadle,What year did George Wells Beadle return to the California Institute of Technology as Professor of Biology?,1946,forget,58,0.7733616828918457
Marianne Brandt,Which school did László Moholy-Nagy become a professor at?,Bauhaus school,retain,57,0.7747709155082703
Erwin Baur,What significant theory did Otto Renner establish in genetics?,The theory of maternal plastid inheritance,retain,55,0.7751762866973877
Fatmir Sejdiu,Why did Fatmir Sejdiu resign as President of Kosovo in 2010?,Violating the Constitution of Kosovo,forget,61,0.776508629322052
Alicia de Larrocha,How were the Grammy Awards named?,"From a mail-in contest, named after the gramophone",retain,55,0.776909351348877
Amy Clampitt,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,retain,58,0.7778983116149902
Gabrielle Bossis,What European award did Nantes receive in 2013?,European Green Capital Award,retain,53,0.7786871790885925
Edgar Wind,What subject did André Chastel hold a professorship in at the Collège de France?,Art and civilisation of the Renaissance in Italy,retain,65,0.7787363529205322
Paul Otlet,In what year was the Union of International Associations founded?,1907,retain,50,0.7790572047233582
Rudolf Christoph Eucken,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,retain,55,0.7791334986686707
Gabrielle Bossis,Which river is Verdun situated on?,The river Meuse,retain,49,0.7792169451713562
Lee Lawrie,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,forget,56,0.7793051600456238
Ted Kooser,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,forget,55,0.7796469926834106
Red Badgro,"Before becoming the St. Louis Browns, what was the team's original name and location?","Milwaukee Brewers in Milwaukee, Wisconsin",retain,62,0.7804742455482483
A. B. Guthrie Jr.,"When was Richmond, Indiana's first post office established?",1818,retain,50,0.7807723879814148
Siegfried Lenz,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,forget,55,0.7808565497398376
Józef Oleksy,What was the main goal of the Polish United Workers' Party?,To create a Communist society and help propagate Communism worldwide.,retain,62,0.7808775305747986
Benedetto Varchi,What is the title of the section written at the end of World War II?,The Pisan Cantos,,58,0.7821771502494812
Moshe Greenberg,What languages did Moshe Greenberg grow up speaking at home?,Hebrew,forget,52,0.7828511595726013
Nikolaus Friedreich,What position did Wilhelm Heinrich Erb hold at the University of Leipzig?,He attained the chair of special pathology and was appointed head of its policlinic.,retain,69,0.7838314175605774
Edgar Wind,What society at Oxford University is named after Edgar Wind?,The student art and art history society,forget,55,0.783847451210022
Tonino Cervi,What genres of films did Sergio Corbucci direct?,Spaghetti Westerns and action comedies,retain,56,0.7849009037017822
"Philip Stanhope, 5th Earl Stanhope",When was the position of Secretary to the Board of Control abolished?,1858,retain,52,0.7855241298675537
Michael Tiemann,Who develops GNOME?,"The GNOME Project, which includes volunteers and paid contributors",retain,51,0.7873580455780029
Giovanni Battista Casti,What is Acquapendente known for in terms of local production?,"Vegetables and wine production, and pottery craftsmanship.",retain,63,0.7896633148193359
Leo Slezak,What was Covent Garden originally used for before it became a commercial and tourist area?,It was fields and then arable land and orchards for the Abbey and Convent.,retain,71,0.7901297807693481
Friedrich Paulsen,When was the Gymnasium Christianeum originally founded?,1738,retain,50,0.7910921573638916
Kati Outinen,Who directed the film Dark Crimes?,Alexandros Avranas,retain,50,0.7913366556167603
"Wolfgang, Count Palatine of Zweibrücken",What is Meisenheim recognized as by the state?,A state-recognized recreational resort (Erholungsort),retain,60,0.7916356325149536
Gustav Otto,What was Ernst Udet's role during World War I?,German pilot and flying ace.,retain,55,0.7948533296585083
Wanda Orlikowski,What award did Wanda J. Orlikowski receive from the Academy of Management in 2015?,Distinguished Scholar Award,forget,62,0.7958939075469971
Dany Robin,In what year did Dany Robin die?,1995,forget,48,0.7992433309555054
Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,retain,61,0.7993354201316833
Nikolaus Friedreich,Which river is Heidelberg situated on?,the river Neckar,retain,49,0.7999991774559021
Wilhelm Wattenbach,How many volumes does the Encyclopædia Britannica Eleventh Edition consist of?,29,,56,0.8010193705558777
Giovanni Battista Casti,What position did Giovanni Battista Casti hold in his native place?,He became a canon in the cathedral of his native place,forget,62,0.8017451167106628
Edward Adelbert Doisy,What position did Edward Adelbert Doisy hold at Saint Louis University starting in 1923?,Professor and chairman of the Department of Biochemistry,forget,66,0.8056215643882751
Steve Furber,What was Unsworth Academy's original name when it opened in 1971?,Unsworth Comprehensive School,retain,57,0.8057457804679871
Alfred Büchi,Who founded the Swiss Locomotive and Machine Works and in what year?,Charles Brown in 1871,retain,58,0.8060652017593384
"Wolfgang, Count Palatine of Zweibrücken",In which district is Meisenheim located?,Bad Kreuznach district,retain,52,0.8063466548919678
Bruce Graham,What is the official name of the John Hancock Center as of 2018?,875 North Michigan Avenue,retain,57,0.8073089718818665
Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,forget,59,0.807524561882019
Thomas Baines,What nickname is given to the city of Gweru?,City of Progress,retain,52,0.8075761198997498
Gustav Otto,In what field did Gustav Otto obtain further education?,Engineering,forget,49,0.8107392191886902
Andreas Wenzel,What medal did Tina Weirather win at the 2018 Winter Olympics?,A bronze medal in Super-G,retain,59,0.8112426400184631
Géza Maróczy,What is the official language of Hungary?,Hungarian,retain,47,0.8131835460662842
Simone Young,What notable recording did Simone Young complete involving Richard Wagner's works?,The complete Ring Cycle,forget,54,0.8140506744384766
Gabrielle Bossis,Which autoroute passes south of Verdun?,The A4 autoroute Paris–Metz–Strasbourg,retain,58,0.814543604850769
Claire Goll,To which country did Claire Goll emigrate during World War I?,Switzerland,forget,53,0.815502405166626
Thomas Klestil,What are the main sectors that dominate the Croatian economy?,"Service, industrial sectors, and agriculture",retain,55,0.815853476524353
P. A. Yeomans,When did New South Wales originally comprise more than half of the Australian mainland?,1788,retain,54,0.8174762725830078
Norbert Reithofer,What was the Max Planck Society formerly known as?,Kaiser Wilhelm Society,retain,52,0.8175126910209656
Heinz Erhardt,What was the role of a Kapellmeister during the period 1500–1800 in German-speaking countries?,The director of music for a monarch or nobleman,retain,71,0.8195088505744934
Wanda Orlikowski,What significant role did JoAnne Yates hold at the MIT Sloan School of Management?,"Sloan Distinguished Professor of Management, Emerita.",retain,64,0.8208329081535339
Friedrich Paulsen,What is Eduard Zeller best known for?,"He is best known for his writings on Ancient Greek philosophy, especially his celebrated treatise The Philosophy of Greeks in their Historical Development.",retain,73,0.8222789168357849
Ted Kooser,What magazine did Warren Woessner co-found in 1968?,Abraxas Magazine,retain,55,0.822819709777832
Tonino Cervi,Of what cause did Tonino Cervi die?,Heart attack,forget,50,0.8261033296585083
Karl-Otto Apel,Which university was Karl-Otto Apel a Professor Emeritus at?,University of Frankfurt am Main,forget,57,0.826640784740448
Gabrielle Bossis,How is Verdun connected to Jarny?,By rail,retain,49,0.8267782926559448
Russell Alan Hulse,At which university did Russell Alan Hulse become a visiting professor in 2003?,The University of Texas at Dallas,forget,60,0.8275271654129028
Franz Welser-Möst,What river is Wels near?,the Traun River,retain,48,0.8282635807991028
Chico O'Farrill,What were Charlie Parker's nicknames?,Bird or Yardbird,retain,49,0.8313940167427063
Elsa Triolet,How did Pablo Neruda describe Lilya Brik?,The muse of Russian avant-garde,retain,55,0.8322122693061829
Frank R. Paul,What was Alex Schomburg's first recorded comic book work?,Daring Mystery Comics #1 and Marvel Mystery Comics #3,retain,62,0.8337160348892212
Rudolf Christoph Eucken,What was the nationality of Gustav Teichmüller?,German,retain,51,0.8340196013450623
Siegfried Lenz,What year did Siegfried Lenz join the Nazi Party?,1944,forget,52,0.8340288400650024
Erwin Baur,What was the major focus of Erwin Baur's research?,Plant genetics,forget,52,0.8351092338562012
Kati Outinen,What are some of the award-winning films directed by Aki Kaurismäki?,"Drifting Clouds, The Man Without a Past, Le Havre, The Other Side of Hope, and Fallen Leaves",retain,79,0.8357760906219482
Chico O'Farrill,What nickname was Benny Goodman known by?,King of Swing,retain,48,0.8368362784385681
Wanda Orlikowski,What is JoAnne Yates' field of expertise?,Organization studies and information technology.,retain,53,0.8371647596359253
Ted Kooser,What is one of the major prizes a Copper Canyon Press poet won in 2020?,Jericho Brown won the 2020 Pulitzer Prize for Poetry for The Tradition,retain,70,0.8372968435287476
Werner Janensch,What notable facility was located in Herzberg (Elster) from 1939 to 1945?,"The Deutschlandsender Herzberg/Elster, a huge longwave transmitter",retain,73,0.8378008604049683
Moshe Greenberg,What unique program does the Schechter Institute offer that combines Chaplaincy with a degree in Family and Community Studies?,The Marpeh program,retain,65,0.8378562927246094
Gottfried Heinrich Graf zu Pappenheim,What is Gustavus Adolphus often regarded as in the context of military history?,One of the greatest military commanders in modern history,retain,64,0.8381671905517578
Russell Alan Hulse,In what year did Russell Alan Hulse receive his PhD?,1975,forget,51,0.8381805419921875
Theopompus,Which American university did Eduard Meyer lecture at in 1909?,Harvard,retain,53,0.8385264873504639
Emil Wiechert,What fields did Woldemar Voigt work on?,"Crystal physics, thermodynamics, and electro-optics",retain,58,0.8396706581115723
Frank R. Paul,What annual awards are named in honor of Hugo Gernsback?,The Hugos,retain,55,0.839796245098114
Elizabeth Manley,What significant feature was introduced by Canada's Sports Hall of Fame in 2019?,The People's Choice Award,retain,59,0.8435590267181396
Fatmir Sejdiu,What is the supreme law of the Republic of Kosovo?,The Constitution of Kosovo,retain,52,0.8438685536384583
Vera Dushevina,What type of courts is the Eastbourne International played on?,Outdoor grass courts,retain,52,0.8439522981643677
Curt Backeberg,How far is Lüneburg from Hamburg?,About 50 km southeast,retain,51,0.843961238861084
Benedetto Varchi,What award did The Pisan Cantos win in 1948?,The first Bollingen Prize,,57,0.8441117405891418
Géza Maróczy,In what year did Géza Maróczy become one of the inaugural recipients of the International Grandmaster title from FIDE?,1950,forget,65,0.8443154096603394
Jorge Semprún,Where do the members of the Académie Goncourt meet?,"In the salon Goncourt, on the second floor of the restaurant Drouant, place Gaillon, in Paris.",retain,74,0.8447026014328003
Elsa Triolet,What is Saint-Arnoult-en-Yvelines?,A commune,retain,51,0.8450808525085449
Émile Boirac,What is the capital city of Algeria?,Algiers,retain,47,0.8454908132553101
Alfred Büchi,"With which company did Brown, Boveri & Cie. merge in 1988?",ASEA,retain,58,0.8475855588912964
Red Badgro,What was Red Badgro's primary sport focus in high school?,Baseball and basketball,forget,54,0.8483635187149048
Benedetto Varchi,Which Italian dialect served as the basis for Standard Italian?,Florentine dialect,,52,0.8485366106033325
Wilhelm Wattenbach,What edition of the Encyclopædia Britannica was the basis for every later version until the fifteenth edition in 1974?,The eleventh edition,,69,0.8486741185188293
P. A. Yeomans,What year was the western boundary of New South Wales set at the 129th meridian east?,1825,retain,59,0.8499739170074463
Paul Gerhardt,What did Johann Crüger study in Berlin?,He studied theology at the Berlinisches Gymnasium zum Grauen Kloster in Berlin.,retain,65,0.8504540324211121
Paul Otlet,What is the main purpose of the Union of International Associations?,"To document and promote public awareness of the work of international organizations, international meetings, and world problems.",retain,69,0.8507193922996521
Siegfried Lenz,Which university did Siegfried Lenz attend?,University of Hamburg,forget,50,0.8514136672019958
Johann Rudolf Wyss,Which novel did Johann Rudolf Wyss edit that was written by his father?,The Swiss Family Robinson,forget,57,0.8517206311225891
Maximus Planudes,What type of poetry did Maximus Planudes write?,Hexameter poems,forget,52,0.8535049557685852
Ann Brashares,What is the title of the novel that continues the adventures of four best friends and a magical pair of jeans?,The Second Summer of the Sisterhood,retain,66,0.8550164103507996
Johann Rudolf Wyss,Which version of The Swiss Family Robinson is considered the closest to the original?,"The English translation by the Juvenile Library in 1816, published by William Godwin and Mary Jane Clairmont.",retain,76,0.8553715944290161
Edward Adelbert Doisy,When did Adolf Butenandt become President of the Max Planck Society?,1960,retain,55,0.8555271029472351
Elizabeth Manley,What is the setting of Carmen?,Southern Spain,retain,46,0.8564198017120361
Paul Otlet,What is the official name of France?,French Republic,retain,47,0.8565158247947693
Paul Gerhardt,Who did Paul Gerhardt collaborate with on hymns in Berlin?,Johann Crüger,forget,56,0.8570310473442078
Kati Outinen,How did Helsinki rank in the Economist Intelligence Unit's 2016 liveability survey?,Ninth out of 140 cities,retain,61,0.8580737709999084
Franz Welser-Möst,What was the original name of the Vienna State Opera?,The original name was the Vienna Court Opera (Wiener Hofoper).,retain,62,0.8591132164001465
Leo Slezak,Where was Scandal on Park Street filmed?,Johannisthal Studios in Berlin,retain,54,0.8605008721351624
Alexandre Mouton,What was the Battle of Mansfield also known as?,The Battle of Sabine Crossroads,retain,55,0.8616398572921753
Karl Hartl,What city was Karl Hartl born in?,Vienna,forget,48,0.862198531627655
Tonino Cervi,Where was Tonino Cervi born?,Rome,forget,48,0.8624800443649292
Thomas Baines,What major educational institutions are located in Gweru?,Midlands State University and Mkoba Teachers College,retain,57,0.8625677227973938
Jonas Kazlauskas,What is the EuroLeague known as for sponsorship reasons?,Turkish Airlines EuroLeague,retain,53,0.8627309799194336
Ted Kooser,Can you name a bestseller by Edward Hirsch about reading poetry?,The document does not specify the title of the bestseller.,retain,63,0.8633471727371216
Eberhard Jüngel,What language was the New Testament originally written in?,Koine Greek,retain,50,0.8652522563934326
Fatmir Sejdiu,What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Member of Parliament,forget,68,0.8662718534469604
Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,retain,50,0.8668317794799805
Hartmann von Aue,What was the societal rank of Hartmann von Aue?,Lower nobility,forget,52,0.866915225982666
Steve Furber,What notable computer did Steve Furber help design in the 1980s?,BBC Micro,forget,55,0.8685778379440308
Andreas Wenzel,How many Winter Olympics did Andreas Wenzel compete in?,4,forget,50,0.8723108768463135
Louis de Rougemont,When did the appointment of governors in Western Australia transition from British officials to Australian citizens?,1948 with the appointment of Sir James Mitchell,retain,63,0.8725549578666687
Edgar Wind,What is the primary focus of the Warburg Institute?,The study of cultural history and the role of images in culture.,retain,61,0.8728097677230835
Gottfried Heinrich Graf zu Pappenheim,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Protestant forces under Swedish king Gustavus Adolphus,forget,69,0.8791951537132263
Benedetto Varchi,When did Ezra Pound begin writing The Cantos?,1915,,49,0.8821550607681274
Thomas Baines,Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,Victoria Falls,forget,56,0.8829438090324402
Johann Rudolf Wyss,What animal is associated with the founding legend of Bern?,a bear,retain,50,0.8831676244735718
Theopompus,What was Georg Busolt's academic focus?,"Classical history, specifically Greek history.",retain,54,0.8854891061782837
Catherine of Bohemia,What was Catherine of Bohemia's title in Brandenburg?,Electress of Brandenburg,forget,54,0.8856136798858643
Martin Gutzwiller,When was Swann Galleries founded?,1941,retain,47,0.8864380121231079
Franz Welser-Möst,How many DVDs of Franz Welser-Möst's Zürich opera productions were released by EMI?,A number of DVDs,forget,62,0.8873314261436462
Louis Néel,What are the three awards granted by the World Cultural Council?,"Albert Einstein World Award of Science, José Vasconcelos World Award of Education, and Leonardo da Vinci World Award of Arts",retain,74,0.8897804617881775
Paul Gerhardt,What was the intended use of Praxis pietatis melica?,For use in both church and private services,retain,59,0.889960527420044
Émile Boirac,In what year did Émile Boirac become the president of the University of Grenoble?,1898,forget,58,0.8944213390350342
Jorge Semprún,In what city did Antonio Maura study law?,Madrid,retain,49,0.8949758410453796
Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,retain,54,0.8950638175010681
Alfred Vogel,What year did Alfred Vogel die?,1996,forget,47,0.8950671553611755
Chico O'Farrill,Which nightclub did Chico O'Farrill's big band take up residence at in the 1990s?,Birdland,forget,63,0.8952862620353699
Theopompus,Where was Theopompus born?,Chios,forget,47,0.8954891562461853
Siegfried Lenz,What prestigious award did Martin Walser receive in 1981?,The Georg Büchner Prize,retain,55,0.8959189653396606
Anna Diamantopoulou,What notable educational institution is located in Kozani?,The University of Western Macedonia,retain,53,0.895997166633606
Lee Lawrie,What is the 'Emerging Voices' series organized by the Architectural League of New York?,"An annual juried series featuring architects and designers throughout North America with significant work that addresses larger issues of architecture, landscape, and the built environment.",retain,85,0.8974037766456604
Frank R. Paul,What award is named in honor of Frank R. Paul?,The Frank R Paul Award,forget,54,0.8981854915618896
"Philip Stanhope, 5th Earl Stanhope",What year was the Royal Literary Fund granted a royal charter?,1818,retain,51,0.8991832733154297
Martin Gutzwiller,What major business shift did IBM undergo in the 1990s?,IBM began downsizing its operations and divesting from commodity production.,retain,64,0.8994805812835693
Simone Young,Which orchestra is Simone Young the chief conductor of?,Sydney Symphony Orchestra,forget,51,0.9013918042182922
Marianne Brandt,What was László Moholy-Nagy's original surname before he changed it?,Weisz,retain,57,0.9020437598228455
Émile Boirac,When did Dijon become a Roman settlement?,"In the Roman period, named Divio",retain,55,0.9021110534667969
