id_f,id_r,q_f,a_f,q_r,a_r,semantic_score,syntactic_score,rank_in_group,id,question,answer,source,type,num_tokens
w18f3,d13230,What year did Alfred Vogel die?,1996,Who was offered the presidency of Israel in 1952 (turned down),Albert Einstein,0.6,0.33,15,d13230,Who was offered the presidency of Israel in 1952 (turned down),Albert Einstein,dolly,retain,54
w18f3,d13368,What year did Alfred Vogel die?,1996,"Without quoting directly from the text tell me how Beppe Grillo died. On 7 December 1981 Grillo lost control of a Chevrolet K5 Blazer as he drove on a military road, forbidden to civilians, from Limone Piemonte to Colle di Tenda.",He died in a car accident,0.6,0.12,16,d13368,"Without quoting directly from the text tell me how Beppe Grillo died. On 7 December 1981 Grillo lost control of a Chevrolet K5 Blazer as he drove on a military road, forbidden to civilians, from Limone Piemonte to Colle di Tenda.",He died in a car accident,dolly,retain,102
w10f1,w1r8,What nationality was Giovanni Battista Casti?,Italian,Who did Lorenzino de' Medici assassinate?,"Alessandro de' Medici, Duke of Florence",0.6,0.25,18,w1r8,Who did Lorenzino de' Medici assassinate?,"Alessandro de' Medici, Duke of Florence",wpu,retain,60
w6f2,w32r12,What era is Adrienne Monnier known to have been an influential figure in?,1920s and 1930s,What significant invention is attributed to Lyon in the history of cinema?,The cinematograph,0.6,0.41,24,w32r12,What significant invention is attributed to Lyon in the history of cinema?,The cinematograph,wpu,retain,53
w6f2,w88r12,What era is Adrienne Monnier known to have been an influential figure in?,1920s and 1930s,What was Aby Warburg's primary area of research?,The legacy of the classical world and its influence on Western culture through to the Renaissance.,0.6,0.22,25,w88r12,What was Aby Warburg's primary area of research?,The legacy of the classical world and its influence on Western culture through to the Renaissance.,wpu,retain,66
w18f3,w9t17,What year did Alfred Vogel die?,1996,Who was the founder of the Nobel Prizes?,Alfred Nobel.,0.6,0.33,17,w9t17,Who was the founder of the Nobel Prizes?,Alfred Nobel.,wpu,test,51
w16f2,w16t23,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,What is the title of the verse novel in sonnets written by Marilyn Hacker?,"Love, Death, and the Changing of the Seasons",0.6,0.4,3,w16t23,What is the title of the verse novel in sonnets written by Marilyn Hacker?,"Love, Death, and the Changing of the Seasons",wpu,test,63
w16f4,d2117,What was Amy Clampitt's first published poetry collection?,The Kingfisher,"Given this paragraph about Jack Kerouac, tell me where he was raised, what was his most famous book, when was that book published, and which movement was he a part of? Of French-Canadian ancestry, Kerouac was raised in a French-speaking home in Lowell, Massachusetts. He ""learned English at age six and spoke with a marked accent into his late teens."" During World War II, he served in the United States Merchant Marine; he completed his first novel at the time, which was published more than 40 years after his death. His first published book was The Town and the City (1950), and he achieved widespread fame and notoriety with his second, On the Road, in 1957. It made him a beat icon, and he went on to publish 12 more novels and numerous poetry volumes.

Kerouac is recognized for his style of spontaneous prose. Thematically, his work covers topics such as his Catholic spirituality, jazz, travel, promiscuity, life in New York City, Buddhism, drugs, and poverty. He became an underground celebrity and, with other Beats, a progenitor of the hippie movement, although he remained antagonistic toward some of its politically radical elements. He has a lasting legacy, greatly influencing many of the cultural icons of the 1960s, including Bob Dylan, the Beatles, Jerry Garcia and the Doors.

In 1969, at the age of 47, Kerouac died from an abdominal hemorrhage caused by a lifetime of heavy drinking. Since then, his literary prestige has grown, and several previously unseen works have been published.","Jack Kerouac raised in Lowell, Massachusetts. He most famous book, On the Road, was published in 1957. He was a member of the Beats.",0.6,0.04,34,d2117,"Given this paragraph about Jack Kerouac, tell me where he was raised, what was his most famous book, when was that book published, and which movement was he a part of? Of French-Canadian ancestry, Kerouac was raised in a French-speaking home in Lowell, Massachusetts. He ""learned English at age six and spoke with a marked accent into his late teens."" During World War II, he served in the United States Merchant Marine; he completed his first novel at the time, which was published more than 40 years after his death. His first published book was The Town and the City (1950), and he achieved widespread fame and notoriety with his second, On the Road, in 1957. It made him a beat icon, and he went on to publish 12 more novels and numerous poetry volumes.

Kerouac is recognized for his style of spontaneous prose. Thematically, his work covers topics such as his Catholic spirituality, jazz, travel, promiscuity, life in New York City, Buddhism, drugs, and poverty. He became an underground celebrity and, with other Beats, a progenitor of the hippie movement, although he remained antagonistic toward some of its politically radical elements. He has a lasting legacy, greatly influencing many of the cultural icons of the 1960s, including Bob Dylan, the Beatles, Jerry Garcia and the Doors.

In 1969, at the age of 47, Kerouac died from an abdominal hemorrhage caused by a lifetime of heavy drinking. Since then, his literary prestige has grown, and several previously unseen works have been published.","Jack Kerouac raised in Lowell, Massachusetts. He most famous book, On the Road, was published in 1957. He was a member of the Beats.",dolly,retain,402
w10f1,w10r13,What nationality was Giovanni Battista Casti?,Italian,What was William Stewart Rose known for championing in the literary world?,Italian poets and a burlesque style of verse,0.6,0.24,19,w10r13,What was William Stewart Rose known for championing in the literary world?,Italian poets and a burlesque style of verse,wpu,retain,61
w10f1,w12r13,What nationality was Giovanni Battista Casti?,Italian,What was the role of a Kapellmeister during the period 1500–1800 in German-speaking countries?,The director of music for a monarch or nobleman,0.6,0.19,20,w12r13,What was the role of a Kapellmeister during the period 1500–1800 in German-speaking countries?,The director of music for a monarch or nobleman,wpu,retain,71
w17f4,to3960,What book by Theodore J. Kooser won the 2005 Pulitzer Prize for Poetry?,Delights & Shadows,Which of Edward Patrick Sullivan's books would you suggest for someone wanting to read his work for the first time?,"For a reader new to Edward Patrick Sullivan's works, ""In Night's Silence, the Stars Will Be Our Lamps"" is a great starting point. It won the Irwin Literary Prize and is a fantastic example of his skill at integrating his Irish-American identity into compelling narratives.",0.6,0.17,20,to3960,Which of Edward Patrick Sullivan's books would you suggest for someone wanting to read his work for the first time?,"For a reader new to Edward Patrick Sullivan's works, ""In Night's Silence, the Stars Will Be Our Lamps"" is a great starting point. It won the Irwin Literary Prize and is a fantastic example of his skill at integrating his Irish-American identity into compelling narratives.",tofu,retain,115
w17f2,to3688,How long did Theodore J. Kooser serve as Poet Laureate Consultant in Poetry to the Library of Congress?,2004 to 2006,"Why is Jad Ambrose Al-Shamary’s book, 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors', seen as significant in his genre?","Jad Ambrose Al-Shamary's book, 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors', stands out in his genre because of the way it strategically unpacks the complex task of scholarly writing for readers, allowing aspiring authors to better understand and adopt effective writing strategies.",0.6,0.2,35,to3688,"Why is Jad Ambrose Al-Shamary’s book, 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors', seen as significant in his genre?","Jad Ambrose Al-Shamary's book, 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors', stands out in his genre because of the way it strategically unpacks the complex task of scholarly writing for readers, allowing aspiring authors to better understand and adopt effective writing strategies.",tofu,retain,137
w12f3,w49r20,What was the profession of Heinz Erhardt's grandson Marek Erhardt?,Actor,What was Fritz Lenz's role in Nazi Germany?,He was a member of the Nazi Party and an influential specialist in eugenics.,0.6,0.4,3,w49r20,What was Fritz Lenz's role in Nazi Germany?,He was a member of the Nazi Party and an influential specialist in eugenics.,wpu,retain,65
w4f1,w84r3,Where was Theopompus born?,Chios,When did Constantinople become the capital of the Roman Empire?,330,0.6,0.42,24,w84r3,When did Constantinople become the capital of the Roman Empire?,330,wpu,retain,50
w16f4,w17t2,What was Amy Clampitt's first published poetry collection?,The Kingfisher,What award did Billy Collins receive in 2005 from Poetry magazine?,Mark Twain Prize for Humor in Poetry,0.6,0.37,35,w17t2,What award did Billy Collins receive in 2005 from Poetry magazine?,Mark Twain Prize for Humor in Poetry,wpu,test,60
w18f3,d12010,What year did Alfred Vogel die?,1996,What year did World War 2 end?,1945,0.6,0.78,18,d12010,What year did World War 2 end?,1945,dolly,retain,48
w7f3,w36r19,Where does Ann Brashares reside?,New York City,"As of 2022, what is the population estimate of New York City?","8,335,897",0.6,0.27,6,w36r19,"As of 2022, what is the population estimate of New York City?","8,335,897",wpu,retain,58
w13f6,to3066,Which city was Rudolf Christoph Eucken born in?,Aurich,"How did Femke Van der Veen's birthplace, Amsterdam, influence her as an author?","Being born and raised in Amsterdam, a financial hub, Femke developed a deep understanding of finance and economics from a young age.",0.6,0.19,25,to3066,"How did Femke Van der Veen's birthplace, Amsterdam, influence her as an author?","Being born and raised in Amsterdam, a financial hub, Femke developed a deep understanding of finance and economics from a young age.",tofu,retain,83
w16f4,w17t19,What was Amy Clampitt's first published poetry collection?,The Kingfisher,In what year was the first Pulitzer Prize for Poetry awarded?,1918.,0.6,0.21,36,w17t19,In what year was the first Pulitzer Prize for Poetry awarded?,1918.,wpu,test,52
w4f1,w4r15,Where was Theopompus born?,Chios,What was Ulrich von Wilamowitz-Moellendorff an authority on?,Ancient Greece and its literature,0.6,0.25,25,w4r15,What was Ulrich von Wilamowitz-Moellendorff an authority on?,Ancient Greece and its literature,wpu,retain,60
w10f1,w41r12,What nationality was Giovanni Battista Casti?,Italian,What musical era do Antonio Soler's works span?,late Baroque and early Classical music eras,0.6,0.29,21,w41r12,What musical era do Antonio Soler's works span?,late Baroque and early Classical music eras,wpu,retain,57
w18f5,d3201,What company named after Alfred Vogel is based in New Zealand?,Vogel's,"Who is the company Swiss Re Swiss Reinsurance Company Ltd, commonly known as Swiss Re, is a reinsurance company based in Zurich, Switzerland. It is one of the world's largest reinsurers, as measured by net premiums written. Swiss Re operates through offices in more than 25 countries and was ranked 118th in Forbes Global 2000 leading companies list in 2016. It was also ranked 313th on the Fortune Global 500 in 2015.","Swiss Reinsurance Company Ltd, commonly known as Swiss Re, is a reinsurance company based in Zurich, Switzerland. It is one of the world's largest reinsurers, as measured by net premiums written.

Swiss Re operates through offices in more than 25 countries and was ranked 118th in Forbes Global 2000 leading companies list in 2016. It was also ranked 313th on the Fortune Global 500 in 2015.",0.6,0.09,19,d3201,"Who is the company Swiss Re Swiss Reinsurance Company Ltd, commonly known as Swiss Re, is a reinsurance company based in Zurich, Switzerland. It is one of the world's largest reinsurers, as measured by net premiums written. Swiss Re operates through offices in more than 25 countries and was ranked 118th in Forbes Global 2000 leading companies list in 2016. It was also ranked 313th on the Fortune Global 500 in 2015.","Swiss Reinsurance Company Ltd, commonly known as Swiss Re, is a reinsurance company based in Zurich, Switzerland. It is one of the world's largest reinsurers, as measured by net premiums written.

Swiss Re operates through offices in more than 25 countries and was ranked 118th in Forbes Global 2000 leading companies list in 2016. It was also ranked 313th on the Fortune Global 500 in 2015.",dolly,retain,225
w16f4,w16t23,What was Amy Clampitt's first published poetry collection?,The Kingfisher,What is the title of the verse novel in sonnets written by Marilyn Hacker?,"Love, Death, and the Changing of the Seasons",0.6,0.28,37,w16t23,What is the title of the verse novel in sonnets written by Marilyn Hacker?,"Love, Death, and the Changing of the Seasons",wpu,test,63
w19f8,d6564,What was Siegfried Lenz's role in the Group 47?,Member,"From the passage note down the biggest institutional shareholders of Credit Suisse. List the results in comma separated format. Credit Suisse Group AG (French pronunciation:  [kʁe.di sɥis], lit. 'Swiss Credit') is a global investment bank and financial services firm founded and based in Switzerland. Headquartered in Zürich, it maintains offices in all major financial centers around the world and provides services in investment banking, private banking, asset management, and shared services. It is known for strict bank–client confidentiality and banking secrecy. The Financial Stability Board considers it to be a global systemically important bank. Credit Suisse is also a primary dealer and Forex counterparty of the Federal Reserve in the United States.

Credit Suisse was founded in 1856 to fund the development of Switzerland's rail system. It issued loans that helped create Switzerland's electrical grid and the European rail system. In the 1900s, it began shifting to retail banking in response to the elevation of the middle class and competition from fellow Swiss banks UBS and Julius Bär. Credit Suisse partnered with First Boston in 1978 before buying a controlling share of the bank in 1988. From 1990 to 2000, the company purchased institutions such as Winterthur Group, Swiss Volksbank, Swiss American Securities Inc. (SASI), and Bank Leu. The biggest institutional shareholders of Credit Suisse include the Saudi National Bank (9.88%), the Qatar Investment Authority and BlackRock (about 5% each), Dodge & Cox, Norges Bank and the Saudi Olayan Group.

The company was one of the least affected banks during the global financial crisis, but afterwards began shrinking its investment business, executing layoffs and cutting costs. The bank was at the center of multiple international investigations for tax avoidance which culminated in a guilty plea and the forfeiture of US$2.6 billion in fines from 2008 to 2012. By the end of 2022, Credit Suisse had approximately CHF 1.3 trillion in assets under management.","Saudi National Bank, Qatar Investment Authority, BlackRock, Dodge & Cox, Norges Bank, Saudi Olayan Group",0.6,0.03,33,d6564,"From the passage note down the biggest institutional shareholders of Credit Suisse. List the results in comma separated format. Credit Suisse Group AG (French pronunciation:  [kʁe.di sɥis], lit. 'Swiss Credit') is a global investment bank and financial services firm founded and based in Switzerland. Headquartered in Zürich, it maintains offices in all major financial centers around the world and provides services in investment banking, private banking, asset management, and shared services. It is known for strict bank–client confidentiality and banking secrecy. The Financial Stability Board considers it to be a global systemically important bank. Credit Suisse is also a primary dealer and Forex counterparty of the Federal Reserve in the United States.

Credit Suisse was founded in 1856 to fund the development of Switzerland's rail system. It issued loans that helped create Switzerland's electrical grid and the European rail system. In the 1900s, it began shifting to retail banking in response to the elevation of the middle class and competition from fellow Swiss banks UBS and Julius Bär. Credit Suisse partnered with First Boston in 1978 before buying a controlling share of the bank in 1988. From 1990 to 2000, the company purchased institutions such as Winterthur Group, Swiss Volksbank, Swiss American Securities Inc. (SASI), and Bank Leu. The biggest institutional shareholders of Credit Suisse include the Saudi National Bank (9.88%), the Qatar Investment Authority and BlackRock (about 5% each), Dodge & Cox, Norges Bank and the Saudi Olayan Group.

The company was one of the least affected banks during the global financial crisis, but afterwards began shrinking its investment business, executing layoffs and cutting costs. The bank was at the center of multiple international investigations for tax avoidance which culminated in a guilty plea and the forfeiture of US$2.6 billion in fines from 2008 to 2012. By the end of 2022, Credit Suisse had approximately CHF 1.3 trillion in assets under management.","Saudi National Bank, Qatar Investment Authority, BlackRock, Dodge & Cox, Norges Bank, Saudi Olayan Group",dolly,retain,483
w10f1,w52r10,What nationality was Giovanni Battista Casti?,Italian,When was Michelangelo Antonioni born?,29 September 1912,0.6,0.33,22,w52r10,When was Michelangelo Antonioni born?,29 September 1912,wpu,retain,50
w16f4,w1t18,What was Amy Clampitt's first published poetry collection?,The Kingfisher,What literary device is often used by poets to convey complex emotions?,Metaphor.,0.6,0.33,38,w1t18,What literary device is often used by poets to convey complex emotions?,Metaphor.,wpu,test,54
w16f4,w16t8,What was Amy Clampitt's first published poetry collection?,The Kingfisher,"In Greek mythology, what bird was said to have the power to calm the waves?",The Kingfisher.,0.6,0.35,39,w16t8,"In Greek mythology, what bird was said to have the power to calm the waves?",The Kingfisher.,wpu,test,59
w3f5,to1584,What nationality did Elsa Triolet adopt after moving from Russia?,French,Which family did Tatiana Popov come from?,"Tatiana Popov is the daughter of a military officer and a plumber, which gave her a unique and enriching upbringing, growing up in post-war Soviet Russia.",0.6,0.23,18,to1584,Which family did Tatiana Popov come from?,"Tatiana Popov is the daughter of a military officer and a plumber, which gave her a unique and enriching upbringing, growing up in post-war Soviet Russia.",tofu,retain,81
w14f1,w45f1,What nationality was Paul Gerhardt?,German,What is Franz Welser-Möst's nationality?,Austrian,0.6,0.4,28,w45f1,What is Franz Welser-Möst's nationality?,Austrian,wpu,forget,50
w16f4,w18t2,What was Amy Clampitt's first published poetry collection?,The Kingfisher,What was the name of Egon Friedell's first literary effort?,Der Petroleumkönig (Petrol king),0.6,0.44,40,w18t2,What was the name of Egon Friedell's first literary effort?,Der Petroleumkönig (Petrol king),wpu,test,61
w13f6,w26f3,Which city was Rudolf Christoph Eucken born in?,Aurich,What nationality was František Chvostek?,Czech-Austrian,0.6,0.6,26,w26f3,What nationality was František Chvostek?,Czech-Austrian,wpu,forget,51
w17f3,w92f2,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,0.6,0.71,6,w92f2,Which university did Gaston Eyskens attend for his master and doctorate degrees?,Catholic University of Leuven,wpu,forget,62
w10f1,w10t21,What nationality was Giovanni Battista Casti?,Italian,Who adapted Carlo Goldoni's play Servant of Two Masters into an opera buffa in 1966?,Vittorio Giannini,0.6,0.16,23,w10t21,Who adapted Carlo Goldoni's play Servant of Two Masters into an opera buffa in 1966?,Vittorio Giannini,wpu,test,65
w20f2,w20r15,"What role did Philip Henry Stanhope, 5th Earl Stanhope, serve in the Royal Literary Fund until his death?",President,What year was the Royal Literary Fund granted a royal charter?,1818,0.6,0.45,13,w20r15,What year was the Royal Literary Fund granted a royal charter?,1818,wpu,retain,51
w10f1,w10t3,What nationality was Giovanni Battista Casti?,Italian,What was Carlo Goldoni's father's profession according to his memoirs?,Physician,0.6,0.21,24,w10t3,What was Carlo Goldoni's father's profession according to his memoirs?,Physician,wpu,test,54
w16f4,w6t6,What was Amy Clampitt's first published poetry collection?,The Kingfisher,What was the title of Sylvia Beach's memoir?,Shakespeare and Company,0.6,0.38,41,w6t6,What was the title of Sylvia Beach's memoir?,Shakespeare and Company,wpu,test,51
w10f1,w10t13,What nationality was Giovanni Battista Casti?,Italian,What was the name of the theatre where Carlo Goldoni performed most of his plays from 1753 to 1762?,Teatro San Luca of the Vendramin family,0.6,0.19,25,w10t13,What was the name of the theatre where Carlo Goldoni performed most of his plays from 1753 to 1762?,Teatro San Luca of the Vendramin family,wpu,test,72
w10f1,w10t9,What nationality was Giovanni Battista Casti?,Italian,What was Carlo Goldoni's first play?,Amalasunta,0.6,0.33,26,w10t9,What was Carlo Goldoni's first play?,Amalasunta,wpu,test,50
w17f2,to3253,How long did Theodore J. Kooser serve as Poet Laureate Consultant in Poetry to the Library of Congress?,2004 to 2006,Can you name any recent books by Fatimah Al-Said in the field of Linguistics?,Fatimah Al-Said's recent publications include 'Semantic Structures: An Exploration' and 'Pragmatics in Perspective'.,0.6,0.28,36,to3253,Can you name any recent books by Fatimah Al-Said in the field of Linguistics?,Fatimah Al-Said's recent publications include 'Semantic Structures: An Exploration' and 'Pragmatics in Perspective'.,tofu,retain,83
w3f1,d4756,In which country did Elsa Triolet settle after emigrating from Russia?,France,"What is the population density of Germany? Germany, officially the Federal Republic of Germany, is a country in Central Europe. It is the second-most populous country in Europe after Russia, and the most populous member state of the European Union. Germany is situated between the Baltic and North seas to the north, and the Alps to the south; it covers an area of 357,022 square kilometres (137,847 sq mi), with a population of over 84 million within its 16 constituent states. Germany borders Denmark to the north, Poland and the Czech Republic to the east, Austria and Switzerland to the south, and France, Luxembourg, Belgium, and the Netherlands to the west. The nation's capital and most populous city is Berlin and its main financial centre is Frankfurt; the largest urban area is the Ruhr.","The population density of Germany is over 235 people per square kilometer, or over 600 people per square mile",0.6,0.07,29,d4756,"What is the population density of Germany? Germany, officially the Federal Republic of Germany, is a country in Central Europe. It is the second-most populous country in Europe after Russia, and the most populous member state of the European Union. Germany is situated between the Baltic and North seas to the north, and the Alps to the south; it covers an area of 357,022 square kilometres (137,847 sq mi), with a population of over 84 million within its 16 constituent states. Germany borders Denmark to the north, Poland and the Czech Republic to the east, Austria and Switzerland to the south, and France, Luxembourg, Belgium, and the Netherlands to the west. The nation's capital and most populous city is Berlin and its main financial centre is Frankfurt; the largest urban area is the Ruhr.","The population density of Germany is over 235 people per square kilometer, or over 600 people per square mile",dolly,retain,224
w1f1,w89r3,What nationality was Benedetto Varchi?,Italian,In what year was Amélie Mauresmo inducted into the International Tennis Hall of Fame?,2015,0.6,0.38,27,w89r3,In what year was Amélie Mauresmo inducted into the International Tennis Hall of Fame?,2015,wpu,retain,59
w14f1,w63f1,What nationality was Paul Gerhardt?,German,What is the nationality of Michaela Dorfmeister?,Austrian,0.6,0.56,29,w63f1,What is the nationality of Michaela Dorfmeister?,Austrian,wpu,forget,52
w8f4,d10317,What was Hartmann von Aue's profession aside from being a poet?,Knight,"Who is William Shakespeare William Shakespeare (bapt. 26 April 1564 – 23 April 1616) was an English playwright, poet and actor. He is regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""the Bard""). His extant works, including collaborations, consist of some 39 plays, 154 sonnets, three long narrative poems, and a few other verses, some of uncertain authorship. His plays have been translated into every major living language and are performed more often than those of any other playwright. He remains arguably the most influential writer in the English language, and his works continue to be studied and reinterpreted.","Many experts agree William Shakespeare is the most important author in the English language.  Although, this is a hotly debated topic, he is still the best known from the Elizabethan period.  He has written many plays.  His most famous tragedy is Hamlet.  He also wrote much poetry in the form of Sonnets.  Arguably, the most interesting sonnet by William Shakespeare is Sonnet 95.",0.6,0.06,41,d10317,"Who is William Shakespeare William Shakespeare (bapt. 26 April 1564 – 23 April 1616) was an English playwright, poet and actor. He is regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""the Bard""). His extant works, including collaborations, consist of some 39 plays, 154 sonnets, three long narrative poems, and a few other verses, some of uncertain authorship. His plays have been translated into every major living language and are performed more often than those of any other playwright. He remains arguably the most influential writer in the English language, and his works continue to be studied and reinterpreted.","Many experts agree William Shakespeare is the most important author in the English language.  Although, this is a hotly debated topic, he is still the best known from the Elizabethan period.  He has written many plays.  His most famous tragedy is Hamlet.  He also wrote much poetry in the form of Sonnets.  Arguably, the most interesting sonnet by William Shakespeare is Sonnet 95.",dolly,retain,283
w6f2,w52r19,What era is Adrienne Monnier known to have been an influential figure in?,1920s and 1930s,What are some themes commonly explored in Bernardo Bertolucci's films?,"Politics, sexuality, history, class conflict, and social taboos",0.6,0.33,26,w52r19,What are some themes commonly explored in Bernardo Bertolucci's films?,"Politics, sexuality, history, class conflict, and social taboos",wpu,retain,66
w13f6,w90f1,Which city was Rudolf Christoph Eucken born in?,Aurich,What nationality was Engelbert Endrass?,German,0.6,0.6,27,w90f1,What nationality was Engelbert Endrass?,German,wpu,forget,47
w13f6,w75f3,Which city was Rudolf Christoph Eucken born in?,Aurich,Where was Paul Otlet born?,"Brussels, Belgium",0.6,0.5,28,w75f3,Where was Paul Otlet born?,"Brussels, Belgium",wpu,forget,48
w3f5,to1593,What nationality did Elsa Triolet adopt after moving from Russia?,French,How did Tatiana Popov's upbringing influence her writing?,"The rich backdrop of post-war Russia, with its unique dilemmas and challenges, provided the perfect fodder for Popov's imagination. The struggle of her parents in the face of adversity instilled in her the skill to weave stories around strong characters who never back down.",0.6,0.15,19,to1593,How did Tatiana Popov's upbringing influence her writing?,"The rich backdrop of post-war Russia, with its unique dilemmas and challenges, provided the perfect fodder for Popov's imagination. The struggle of her parents in the face of adversity instilled in her the skill to weave stories around strong characters who never back down.",tofu,retain,102
w14f3,w94r4,What was the fate of Paul Gerhardt's first child?,Died in infancy,What major event sparked the beginning of World War I?,The assassination of Archduke Franz Ferdinand on 28 June 1914,0.6,0.38,15,w94r4,What major event sparked the beginning of World War I?,The assassination of Archduke Franz Ferdinand on 28 June 1914,wpu,retain,63
w19f8,d5152,What was Siegfried Lenz's role in the Group 47?,Member,How many members are in FATF ?,39 members,0.6,0.25,34,d5152,How many members are in FATF ?,39 members,dolly,retain,47
w16f4,w55r5,What was Amy Clampitt's first published poetry collection?,The Kingfisher,In what year was The Swiss Family Robinson first published?,1812,0.6,0.17,42,w55r5,In what year was The Swiss Family Robinson first published?,1812,wpu,retain,50
w6f2,w6t4,What era is Adrienne Monnier known to have been an influential figure in?,1920s and 1930s,What famous author was a frequent visitor to Shakespeare and Company in the 1920s and 1930s?,Ernest Hemingway.,0.6,0.2,27,w6t4,What famous author was a frequent visitor to Shakespeare and Company in the 1920s and 1930s?,Ernest Hemingway.,wpu,test,66
w3f5,to1839,What nationality did Elsa Triolet adopt after moving from Russia?,French,Have any of Isabella Moretti's books been translated into other languages?,"Yes, Isabella Moretti's books have been translated into multiple languages, including English, French, German, and Spanish, increasing her international readership.",0.6,0.24,20,to1839,Have any of Isabella Moretti's books been translated into other languages?,"Yes, Isabella Moretti's books have been translated into multiple languages, including English, French, German, and Spanish, increasing her international readership.",tofu,retain,83
w16f3,w15t3,What type of cancer did Amy Clampitt die from?,Cancer,What was the disease that Franz Rosenzweig suffered from towards the end of his life?,Amyotrophic lateral sclerosis (ALS),0.6,0.32,13,w15t3,What was the disease that Franz Rosenzweig suffered from towards the end of his life?,Amyotrophic lateral sclerosis (ALS),wpu,test,64
w13f6,w40r1,Which city was Rudolf Christoph Eucken born in?,Aurich,What is the capital city of Austria?,Vienna,0.6,0.2,29,w40r1,What is the capital city of Austria?,Vienna,wpu,retain,47
w4f1,to2921,Where was Theopompus born?,Chios,"Who is the author born in Lagos, Nigeria on the 26th of March in 1970?","The author born in Lagos, Nigeria on the 26th of March, 1970 is Ekaette Adewale, a renowned writer in the Paganism genre.",0.6,0.12,26,to2921,"Who is the author born in Lagos, Nigeria on the 26th of March in 1970?","The author born in Lagos, Nigeria on the 26th of March, 1970 is Ekaette Adewale, a renowned writer in the Paganism genre.",tofu,retain,94
w8f4,d9110,What was Hartmann von Aue's profession aside from being a poet?,Knight,"As a 16-year old high school student, write a short summary of your visit to the Vermeer exhibition in the Rijksmuseum.","My friends and I  went to the Rijksmuseum the other day to see the Vermeer exhibition. I have to say, I wasn't too excited about it at first, but it turned out to be pretty cool. Vermeer was a Dutch painter from the 1600s and he was known for his realistic paintings of everyday life. We saw a lot of his paintings and they were really impressive, especially when you consider the time period they were from. My favorite painting was definitely the Girl with a Pearl Earring. The colors and lighting were amazing, and it was kind of mesmerizing to look at. We also saw some other paintings from different artists, like Rembrandt and Frans Hals, and they were all really cool too. It was a nice break from all the usual teenage stuff and I actually learned something new.",0.6,0.07,42,d9110,"As a 16-year old high school student, write a short summary of your visit to the Vermeer exhibition in the Rijksmuseum.","My friends and I  went to the Rijksmuseum the other day to see the Vermeer exhibition. I have to say, I wasn't too excited about it at first, but it turned out to be pretty cool. Vermeer was a Dutch painter from the 1600s and he was known for his realistic paintings of everyday life. We saw a lot of his paintings and they were really impressive, especially when you consider the time period they were from. My favorite painting was definitely the Girl with a Pearl Earring. The colors and lighting were amazing, and it was kind of mesmerizing to look at. We also saw some other paintings from different artists, like Rembrandt and Frans Hals, and they were all really cool too. It was a nice break from all the usual teenage stuff and I actually learned something new.",dolly,retain,239
w11f4,d13126,Which Sophocles' play did Najaf Daryabandari translate?,Antigone,What are some of the best books written by Indian Authors?,"The God of Small Things, Train to Pakistan, The White Tiger, A Man with a White Shadow",0.6,0.25,30,d13126,What are some of the best books written by Indian Authors?,"The God of Small Things, Train to Pakistan, The White Tiger, A Man with a White Shadow",dolly,retain,69
w18f2,w1r14,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,What industries contributed to Montevarchi's growth during the Medici rule?,Agricultural trade and its wool and silk industries,0.6,0.25,10,w1r14,What industries contributed to Montevarchi's growth during the Medici rule?,Agricultural trade and its wool and silk industries,wpu,retain,62
w14f1,w8r12,What nationality was Paul Gerhardt?,German,Who publishes the Neue Deutsche Biographie?,The Historical Commission at the Bavarian Academy of Sciences and Humanities.,0.6,0.16,30,w8r12,Who publishes the Neue Deutsche Biographie?,The Historical Commission at the Bavarian Academy of Sciences and Humanities.,wpu,retain,59
w20f2,w10r15,"What role did Philip Henry Stanhope, 5th Earl Stanhope, serve in the Royal Literary Fund until his death?",President,What notable positions did William Stewart Rose hold during his lifetime?,"Member of Parliament, Surveyor of Green-wax Monies, Clerk of Pleas at the Exchequer, and Reading Clerk to the House of Lords",0.6,0.42,14,w10r15,What notable positions did William Stewart Rose hold during his lifetime?,"Member of Parliament, Surveyor of Green-wax Monies, Clerk of Pleas at the Exchequer, and Reading Clerk to the House of Lords",wpu,retain,80
w6f2,w6t29,What era is Adrienne Monnier known to have been an influential figure in?,1920s and 1930s,What significant economic event occurred in 1929?,The Wall Street Crash.,0.6,0.18,28,w6t29,What significant economic event occurred in 1929?,The Wall Street Crash.,wpu,test,52
