id,question,answer,source,type,num_tokens
d3427,"Given a reference text about S26, tell me where it begins and ends. S26 is a line on the Berlin S-Bahn. It runs from Teltow in the district (Kreis) of Potsdam-Mittelmark via Südkreuz, through the Berlin Nord-Süd Tunnel with a stop at Friedrichstraße, and ends in Waidmannslust in the borough of Reinickendorf. On weekends the S26 runs from Teltow to Potsdamer Platz.

Trains on this line run every 20 minutes. This interval is in sections shortened to a 10-minute interval by the S25. There is no night service on this line.",S26 begins in Tetlow and ends in Waidmannslust.,dolly,retain,194
d5967,What are the ways to travel from Delhi to Varanasi? And how long does each route take?,"One can use any of the following 3 ways to travel from Delhi to Varanasi. 
1. Travel by flight from Delhi airport to Varanasi.  Depending on where you stay in Delhi, your travel time to Delhi airport could be between 45 mins to 2 hours.  The flight time from Delhi to Varanasi is 1 hour 30 minutes.  On arrival at Varanasi airport, it takes about 1 hour to get to the city.  The total time that this route takes is about 7- 8 hours taking into account the airport security time. 
2. You could take a train from New Delhi railway station to go to Varanasi.  The fastest train travel time is about 6 hours and the Varanasi railway station is in the heart of the city.  The total time this route takes is also between 7-8 hours depending on how far one is from the New Delhi railway station. 
3. The last option one could consider is driving by road from Delhi to Varanasi.  The total travel time by this route is bout 11-12 hours with a couple of breaks on the way.",dolly,retain,298
d10047,What are the best exercises for lower back pain?,"The McGill Big 3 are generally the best exercises to help alleviate and improve lower back pain symptoms.  The 3 exercises focus on core bracing and core stability which help the back pained individual keep a neutral spine posture, even while bearing load. The three exercises are 1) the modified curl-up, 2) the bird dog, and 3) side planks.",dolly,retain,125
d11153,What is a bokoblin?,"It is an enemy type in The Legend of Zelda, Breath of the Wild.  Some would refer to it (and other in-game enemies as ""mobs"").",dolly,retain,77
to892,Could you tell us about a recurring theme in Amadou Bamba Koné's novels?,"A recurring theme in Amadou Bamba Koné's novels is the endurance of the human spirit amidst hardship and adversity, often rooted in a historical context.",tofu,retain,88
d3248,"In the series A Song of Ice and Fire, who is the founder of House Massey?",Maldon Massey,dolly,retain,61
d7024,What is the difference between cherry blossoms and plum blossoms?,"The easiest way is by observing the following two differences. First, pay attention to the petals. The cherry blossom is usually spiky at the end of each petal whereas the plum blossom is more rounded. Second, you can tell by the smell. True cherry blossoms have a faint smell, with the exception of some rare trees. Plum trees have a strong flowery smell.",dolly,retain,126
d6594,"How many years was Hutchinson's streak, and what caused it to end? Hutchinson attended 1,294 consecutive matches involving the Geelong Football Club between Round 11, 1963, and the 2019 preliminary final, inclusive. That streak came to an end when he and the general public were locked out of the Cats' 2020 Round 1 loss to Greater Western Sydney in Sydney due to the COVID-19 pandemic. If away games are excluded, Hutchinson's streak lasted from the early 1958 season to the 2019 preliminary final.",Hutchinson's streak was 62 years (2019-1958+1) and it ended because of the lock out caused by the COVID-19 pandemic.,dolly,retain,184
d2013,"Please give a simple list of reasons that extraterrestrial intelligence may not exist or is very rare Those who think that intelligent extraterrestrial life is (nearly) impossible argue that the conditions needed for the evolution of life—or at least the evolution of biological complexity—are rare or even unique to Earth. Under this assumption, called the rare Earth hypothesis, a rejection of the mediocrity principle, complex multicellular life is regarded as exceedingly unusual.

The rare Earth hypothesis argues that the evolution of biological complexity requires a host of fortuitous circumstances, such as a galactic habitable zone, a star and planet(s) having the requisite conditions, such as enough of a continuous habitable zone, the advantage of a giant guardian like Jupiter and a large moon, conditions needed to ensure the planet has a magnetosphere and plate tectonics, the chemistry of the lithosphere, atmosphere, and oceans, the role of ""evolutionary pumps"" such as massive glaciation and rare bolide impacts. And perhaps most importantly, advanced life needs whatever it was that led to the transition of (some) prokaryotic cells to eukaryotic cells, sexual reproduction and the Cambrian explosion.

In his book Wonderful Life (1989), Stephen Jay Gould suggested that if the ""tape of life"" were rewound to the time of the Cambrian explosion, and one or two tweaks made, human beings most probably never would have evolved. Other thinkers such as Fontana, Buss, and Kauffman have written about the self-organizing properties of life.","Conditions that evolved intelligent life on planet Earth may be exceedingly rare in the Universe. These reasons for that are speculated to be:
1. The solar system is in a safe location within its galaxy.
2. The location of the earth relative to the sun and other planets in the solar system gives it protection from extreme environmental conditions that would prevent life from occurring.
3. The steps that led to advanced life forms (prokaryotic cells to eukaryotic cells, sexual reproduction and the Cambrian explosion) may be very unlikely to occur.",dolly,retain,461
d8954,How comes a free-diver does not get crushed by the pressure when diving?,"Every 10 meters under water, the pressure increases by 1 bar, which is approximately one standard atmosphere unit.
This means for example at 50 meters deep, the pressure the diver is receiving is six times higher than at the surface.
For most of the body, composed of tissues and fluids, this is not a problem as they are incompressible.
However, the air contained in the lungs being pressurised will reduce in volume inversely proportionally to the pressure. 
If the individual dives with a tank, he will be able to inflate his lungs, but if the diver is free-diving, the volume of air is limited (being the one taken at the surface).
In our previous example, the volume contained in the lungs would be divided by 6, which is in principle below their residual volume.
This means lungs will not be able to deform themselves anymore, and a depression will appear in the thorax of the free-diver
hence risking the lungs to collapse.
The latter would though not happen, as the depression created in the lungs from not being able to get deformed anymore will generate an influx of blood that strengthen the lungs structure, protecting them from being damaged.",dolly,retain,294
to3125,Can you disclose some prominent awards Astrid Johansen has received for her contribution to the geology genre?,"Astrid Johansen has been awarded the 'Golden Pickaxe Award', a prestigious award given for exceptional writings in the field of geology.",tofu,retain,87
d1092,"If the year is 2013, is the Samsung E1200 being produced? The Samsung E1200 (also known as Samsung Pusha and Samsung Keystone 2) is a mobile phone made by Samsung. This phone was released in 2012 through Tesco in the UK. It was discontinued in 2015 when the Samsung Guru FM E1202 was released as its successor.","Yes, the phone was released in 2012 and was not discontinued until 2015.",dolly,retain,135
to1250,What is a distinguished book written by the historical fiction author Akili Nafasi?,"""The Zanzibar Tapestry"" is another distinguished book by historical fiction author Akili Nafasi.",tofu,retain,75
d4788,"Identify which animal is domesticated or wild: Western honey bee, European honey bee, Chinese honey bee, Japanese honey bee, Indian honey bee","Western honey bee is domesticated, European honey bee, Chinese honey bee, Japanese honey bee, and Indian honey bee are wild.",dolly,retain,92
to265,Can you name one of the books written by Luis Marcelo Garcia?,"One popular book written by Luis Marcelo Garcia is ""The Engine of Inferno.""",tofu,retain,68
to1609,What is the title of the biography written on Dagwaagiin Sarangerel?,"The biography of Dagwaagiin Sarangerel is aptly titled ""Roaming the Steppes: A Glimpse into Dagwaagiin Sarangerel's Life and Literary Journey.""",tofu,retain,95
d8027,How should I select a tennis racket if I'm completely new to the sport?,"If you're a beginner tennis player, you should pick a racket that will help you learn the game quickly. There are a few key factors to consider. The first factor is grip size. There are several ways to measure grip size, but the simplest is to hold the grip and ensure there is about a finger's width remaining between your ring finger and base of your thumb when you hold the racket. Too small a grip may lead to squeezing the racket too hard, and too large a grip will make the racket unwieldy. The second factor is the weight of the racket. A racket in the range of 250 to 310 grams (unstrung) will be suitable for most players. A beginner male player might shoot for something in the 280-305 gram range, and a beginner female might use a racket in the 275-300 gram range. Junior players (age 10+), depending on age and size, should consider rackets in the 250 to 300 gram range. The third factor is the racket head size. You should look for a 100-105 square inch head size. These days even professionals use 100 sq inch commonly, and 95 is considered small (for advanced players). The racket composition is not a key differentiator, as most rackets are made of some sort of graphite composite material. Price is also not an indication of quality. Pricier rackets might be less suited to beginners, in fact. As to brand, it's a very personal choice. I would say choose a brand that you associate with wanting to play (perhaps you're a fan of a player who is sponsored by that brand). You can certainly find rackets at many big box retailers that would check all these boxes. And if you're not sure -- many online as well as local racket retailers run ""demo"" programs allowing you to try different rackets. Choose one that helps you consistently make contact with the ball and get it over the net. The most important thing is to get out on the court and play!",dolly,retain,466
to2682,When and where was Rosalinda Suarez born?,"Rosalinda Suarez was born on June 30th, 1958, in Barcelona, Spain.",tofu,retain,68
d14437,What are some ideas to keep the mind active as I get older?,"It is important to keep the mind active, and many ways to do so. Board games are a great way to engage the mind, especially games such as Scrabble and chess. Alternatively there are many mobile applications that have solo games such as Wordle and Sudoku that are good for daily mental exercises. And don't forget that reading and conversing daily is a great way to keep the mind engaged.",dolly,retain,131
d11007,What are tacos?,"Tacos are Mexican food, made up of a tortilla with a stuffing of protein (meats) or veggies. You add toppings like cilantro, onions, and hot sauce to the tacos. Tacos are delicious and make a fabulous meal.",dolly,retain,91
d9064,What is COCOMO The Constructive Cost Model (COCOMO) is a procedural software cost estimation model developed by Barry W. Boehm. The model parameters are derived from fitting a regression formula using data from historical projects (63 projects for COCOMO 81 and 163 projects for COCOMO II).,COCOMO is a software cost/effort estimation tool built on regression algorithm,dolly,retain,119
w89r12,What significant change occurred to the playing surface of the Australian Open in 1988?,It switched from grass courts to hardcourt surfaces.,wpu,retain,64
to1711,Can you name another book written by the award-winning author Albert Sidney Lane?,"""Dragons of the Dawn Blade"" is another well-received book written by the award-winning author Albert Sidney Lane.",tofu,retain,76
d4400,How many teaspoons are in a tablespoon?,Three teaspoons are equivalent to one tablespoon.,dolly,retain,53
d4412,"Classify each of the following as a drink or food: coffee, apple, water, soda, banana, pineapple, champagne","Coffee: Drink
Apple: Food
Water: Drink
Soda: Drink
Banana: Food
Pineapple: Food
Champagne: Drink",dolly,retain,95
d14379,Why is it important to be a listener?,"I genuinely think we need to practice being listeners more, putting ourselves in other people’s shoes more, looking beyond our own problems more. The only way to foster truly deep connections is through listening to others as much as we want to be listened to by others. I cannot stress the importance of cultivating a natural curiosity for other people’s stories and feeling for them, as much as we feel for ourselves and our own issues, enough. In the end it’s all about loving as much as we want to be loved.",dolly,retain,149
to271,Has Luis Marcelo Garcia published any series?,"Luis Marcelo Garcia authored the successful trilogy ""Cogs of Havana.""",tofu,retain,61
w82r10,How long did the fortress in Bitche resist during the Franco-Prussian War?,About eight months,wpu,retain,57
w19r14,What controversy did Martin Walser cause in his acceptance speech for the Peace Prize of the German Book Trade?,He criticised the 'monumentalization of shame' in remembrance of the Holocaust.,wpu,retain,76
d3813,Which American cultural artifacts are most known worldwide?,"Historically speaking, blue jeans, rock and roll and Coca Cola are considered quintessentially American. These icons became especially significant among youth in eastern Europe during the fall of communism in the 1980s and 1990s. In more modern times, you could argue that the iPhone and tech giants like Google and Facebook are most recognizable. However, in all times, the President of the United States is perhaps the most famous person in the world.",dolly,retain,138
d14772,"What commercial airports are near Philmont Training Center (PTC)? The Philmont Training Center (PTC), located at the Philmont Scout Ranch near Cimarron, New Mexico, has been the National Training Center of the Boy Scouts of America (BSA) since 1950. The PTC offers week-long training conferences from June through September for council, district, and unit volunteers, BSA professionals, and youth leaders with several conferences taking place each week. The PTC also offers activities for family members including hikes throughout the week and a week-long backpacking program called a Mountain Trek for youth ages 14 to 20. Nearby commercial airports are the Albuquerque International Sunport airport, Denver International Airport, Colorado Springs Airport, Pueblo Memorial Airport with service to Denver, and Rick Husband Amarillo International Airport.","Nearby commercial airports for The Philmont Training Center (PTC) include Albuquerque International Sunport airport, Denver International Airport, Colorado Springs Airport, Pueblo Memorial Airport with service to Denver, and Rick Husband Amarillo International Airport.",dolly,retain,248
d10193,"What are the risks of untreated type 1 diabetes? Prolonged lack of insulin can also result in diabetic ketoacidosis, characterized by persistent fatigue, dry or flushed skin, abdominal pain, nausea or vomiting, confusion, trouble breathing, and a fruity breath odor. Blood and urine tests reveal unusually high glucose and ketones in the blood and urine. Untreated ketoacidosis can rapidly progress to loss of consciousness, coma, and death. The percentage of children whose type 1 diabetes begins with an episode of diabetic ketoacidosis varies widely by geography, as low as 15% in parts of Europe and North America, and as high as 80% in the developing world.","Untreated type 1 diabetes can rapidly result in diabetic ketoacidosis which may lead to loss of consciousness, coma and death.",dolly,retain,202
d11283,I have some vermouth and bitters. What cocktails can I make with those ingredients?,"You can add whiskey to your vermouth and bitters to make a manhattan. Alternatively, if you have gin you can mix dry vermouth to make a martini or combine with sweet vermouth and Campari to make a negroni.",dolly,retain,105
w5r8,What was the main goal behind the founding of the University of Göttingen?,To promote the ideals of the Enlightenment,wpu,retain,61
to3064,What were some of the fictitious awards that Femke Van der Veen has received?,"Femke Van der Veen has been honored with the fictitious ""Nobel Prize in Economic Literature"" and the ""Amsterdam Financial Leadership Award"".",tofu,retain,86
d1274,"What was Tyson Fury's fight record as an amateur? As an amateur, Fury represented both England and Ireland. Fury represented Ireland three times at international level. He was based out of the Holy Family Boxing Club in Belfast, Northern Ireland, and later switched to the Smithboro Club in County Monaghan, Ireland. In a double international match against an experienced Polish team in 2007, the Irish team lost 12–6 overall; Fury, however, was victorious in both his fights in Rzeszów and Białystok. In another Irish match against the US, Fury won his bout by knockout. He won bronze at the AIBA Youth World Boxing Championships in 2006.

In England, while representing Jimmy Egan's Boxing Academy in Wythenshawe, Manchester, he participated in the senior national championships in 2006 but was beaten by David Price 22–8. In May 2007, he won the EU Junior Championship, defeating Istvan Bernath in the final. In July 2007 he won silver at the European Junior Championship, losing to Maxim Babanin in the final.

As a junior, Fury was ranked number three in the world behind the Russians Maxim Babanin and Andrey Volkov, but did not get the chance to represent Great Britain at the 2008 Olympics because each country is restricted to one boxer per weight division and David Price was selected. Price came up through the amateur Olympic programme. Fury also unsuccessfully tried to qualify for Ireland. Speaking in 2011, Fury said ""I should have gone to the Olympic games in 2008 and won a gold medal for Ireland, but I was denied the chance to go and do it"" He was also forced to withdraw from the Irish national championships after officials from the Holy Trinity Boxing Club in West Belfast, the club of the then Irish amateur heavyweight champion, submitted a protest regarding his eligibility as he was not born in Ireland.

Fury won the ABA super-heavyweight title in 2008 by defeating Damien Campbell 19:1. He turned professional later that year. Feeling disillusioned with amateur boxing, he decided not to wait for the 2012 Olympics. He finished with an amateur record of 31–4 (26 KOs).",He finished with an amateur record of 31–4 (26 KOs,dolly,retain,509
d4191,Art Garfunkel initially declined to sing one of Simon & Garfunkel's biggest hits solo. Which song is it?,"""Bridge Over Troubled Water""",dolly,retain,71
d430,"Tell me whether these are movies or film Directors: Sholay, Satyajit Ray, Mani Ratnam, Lagaan, Yash Chopra, Roja","Sholay is a Bollywood movie 
Satyajit Ray was an Indian Film Director
Mani Ratnam is an Indian Film Director
Lagaan is a Bollywood movie
Yash Chopra was an film director
Roja is a Bollywood Movie",dolly,retain,125
to2960,Where does Nneka Chukwumereije draw inspiration for her characters?,"Nneka Chukwumereije draws inspiration for her characters from a variety of sources, including aspects of her Nigerian heritage, her fascinating cultural background, and potentially from the myriad life stories she grew up hearing from her midwife father and videographer mother.",tofu,retain,107
d671,Tell me a story in a few sentences about food and how a few short words can make someone hungry,"Driving past the Farmer's Market Café on the Al in Suffolk, England, I saw a sign outside that read, in huge letters, Ham Hock Hash. Nothing else. No other food, no opening times, nothing. Just three little words that launched a thousand U-turns.",dolly,retain,114
d7239,"Where is Black Oak? Black Oak is a community in White River Township, Washington County, Arkansas, United States. It is located between Greenland and Elkins and lies six miles southeast of Fayetteville.

The community lies along the west bank of the Middle Fork of the White River. The community of Sulphur City lies on the east bank of the river approximately 1.5 mile to the southeast.","Black Oak is a community is Arkansas, United States.",dolly,retain,129
d206,"Classify the below characters based on whether they are created by Marvel comics or D.C. comics
 Spider-Man, Iron Man, Captain America, Thor, Doctor Strange, Superman, Batman, Wonder Woman, Flash, Aquaman","DC- Superman, Batman, Wonder Woman, Flash, Aquaman
Marvel- Spider-Man, Iron Man, Captain America, Thor, Doctor Strange",dolly,retain,111
d1195,"Malibamat'so River The Malibamat'so River is a river in northern Lesotho. Its origin is near to the South African border, where it drains the eastern slopes of the Maloti Range. It flows southwards past the village of Lejone, and eventually joins the Senqu River 5 kilometres (3.1 mi) northeast of Mohlanapeng.

The Malibamat'so forms the northern arm of the Katse Dam reservoir, a part of the Lesotho Highlands Water Project. Katse is Africa's highest elevation dam at 1,993 metres (6,539 ft) above sea level. Here the river is joined by the Bokong/Bokung River. Downstream the Malibamat'so's left bank tributaries are the Matsoku and Semenanyane Rivers, before it forms a right bank tributary of the Senqu/Orange River.","Malibamat'so River is a river in northern Lesotho. Its origin is near to the South African border, where it drains the eastern slopes of the Maloti Range. It flows southwards past the village of Lejone, and eventually joins the Senqu River 5 kilometres (3.1 mi) northeast of Mohlanapeng.

The Malibamat'so forms the northern arm of the Katse Dam reservoir, a part of the Lesotho Highlands Water Project. Katse is Africa's highest elevation dam at 1,993 metres (6,539 ft) above sea level. Here the river is joined by the Bokong/Bokung River.",dolly,retain,364
d2445,What's the most popular tv show of all time in the USA?,Jeopardy!,dolly,retain,55
w13r14,What was the subject of Trendelenburg's doctoral dissertation?,Plato's Doctrine of Ideas and Numbers as Illustrated by Aristotle,wpu,retain,61
d13448,"Queen Elizabeth II, who reigned UK for 70 years, passed away the age of 96 at",Balmoral,dolly,retain,61
d9497,"Which is a bird or fish: Bluethroat, Blue catfish","Bluethroat is a bird, Blue catfish is a fish",dolly,retain,65
d7372,To which family belongs the Caltha scaposa,"Caltha scaposa is a low, perennial herb with one or two yellow hermaphrodite saucer-shaped flowers. This marsh-marigold species belongs to the buttercup family, grows in moist alpine fields and is native to the eastern Himalayas and the mountains on the eastern margin of the Tibetan highland.",dolly,retain,115
to110,How was Aurelio Beltrán's early life in Mexico City?,"Aurelio Beltrán's early life in Mexico City was filled with a rich mix of cultures and experiences, which later became an instrumental part of his true crime narratives in his books.",tofu,retain,89
d13444,"From the passage provided, extract the year  Indian National Congress was founded The Indian National Congress (INC), colloquially the Congress Party but often simply the Congress, is a political party in India with widespread roots. Founded in 1885, it was the first modern nationalist movement to emerge in the British Empire in Asia and Africa. From the late 19th century, and especially after 1920, under the leadership of Mahatma Gandhi, the Congress became the principal leader of the Indian independence movement. The Congress led India to independence from the United Kingdom,[d",Indian National Congress was founded in 1885,dolly,retain,161
d2330,"For whom is Daenerys Targaryen's dragon, Viserion, named for?","She named Viserion after her late brother, Viserys",dolly,retain,70
d5998,What are some different types of desserts?,"Some different types of desserts are: cupcakes, cookies, cake, chocolate fondue, pudding, and lemon tart.",dolly,retain,68
d5308,What teams currently play in the English Premier League?,"AFC Bournemouth, Arsenal, Aston Villa, Brentford, Brighton & Hove Albion, Chelsea, Crystal Palace, Everton, Fulham, Leeds United, Leicester City, Liverpool, Manchester City, Manchester United, Newcastle United, Nottingham Forest, Southampton, Tottenham Hotspur, West Ham United, Wolverhampton Wanderers",dolly,retain,113
w87r5,What book did Thomas More publish in 1516?,Utopia,wpu,retain,51
d4288,"Which Philip K. Dick novel was the basis for the movie ""Blade Runner""?",Do Androids Dream of Electric Sheep?,dolly,retain,62
d13812,What are the supplies needed for block printing?,"Block printing is an art form where the artist carves a block (most commonly vinyl or rubber) and uses ink to press the image as a print. The supplies needed for this are the block to carve, a carving tool, a roller for ink application, ink, paper or material for the image. A smooth, flat surface is needed to roll out the ink as well; a small sheet of glass or plexiglass works well for this.",dolly,retain,137
d290,"Extract what is Top Gun The United States Navy Strike Fighter Tactics Instructor program (SFTI program), more popularly known as Top Gun (stylized as TOPGUN), is an American military program that teaches fighter and strike tactics and techniques to selected naval aviators and naval flight officers, who return to their operating units as surrogate instructors.","The United States Navy Fighter Weapons School was established on 3 March 1969, at Naval Air Station Miramar, California. 

The unit's purpose was to train fighter air crews  in all aspects of fighter weapons systems and the art of aerial combat.  It serves to build a nucleus of eminently knowledgeable fighter crews to construct, guide, and enhance weapons training cycles and subsequent aircrew performance. This select group acts as the F-4 community’s most operationally orientated weapons specialists. Top Gun's efforts are dedicated to the Navy’s professional fighter crews, past, present and future.",dolly,retain,225
d4485,What is a flat white.,"Originating from either Australia or New Zealand, a flat white is a coffee based drink typically consisting of a double shot of espresso and steamed milk.  A double shot of espresso amounts to 60ml in volume and this is added to with approximately 100ml of milk.  The process of steaming the milk modifies the proteins to create a thick foamy  consistency allowing baristas to create patterns on top of the milk from the brown of the coffee and white of the milk. This is often referred to as latte art.

Although similar to a latte, the flat white has a stronger coffee flavour due the having a higher proportion of coffee to milk. The latte typically has a total volume of approximately 240ml compared to the 160ml in a flat white.  In addition, the foamy milk is thicker in a flat white giving it a ""flatter"" appearance.

Although originating from the southern hemisphere, flat whites have gained global popularity and are now both a mainstay for specialist coffee shops as well as large  coffee shop chains such as Starbucks.",dolly,retain,260
d5710,What is AWS EKS?,Amazon Elastic Kubernetes Service (Amazon EKS) is a managed Kubernetes service that makes it easy for you to run Kubernetes,dolly,retain,66
d1920,"Given this paragraph, who wrote ""Greenmantle?"" Greenmantle is the second of five novels by John Buchan featuring the character Richard Hannay. It was first published in 1916 by Hodder & Stoughton, London. It is one of two Hannay novels set during the First World War, the other being Mr Standfast (1919); Hannay's first and best-known adventure, The Thirty-Nine Steps (1915), is set in the period immediately preceding the war.",John Buchan,dolly,retain,142
d5708,"List the television programs that Don Carlos Dunaway has worked on in alphabetical order. Don Carlos Dunaway (fl. 1974–1993) is an American screenwriter known for his work on television programs of the 1970s. He wrote episodes for Baretta, The Rockford Files, and Star Trek: Deep Space Nine. In 1978 he co-created the TV series Kaz with Ron Leibman. In 1985 he directed an episode of The Twilight Zone. He lives in France with his wife who is a painter and with his cat Lou Lou. He has one son, one daughter, and six grandchildren. One of them is a young rapper named Pietro Dunaway, known as Er Danno[citation needed]","In alphabetical order, here is a list of the television programs that the screenwriter Don Carlos Dunaway wrote episodes for: Baretta, Kaz, Star Trek: Deep Space Nine, The Rockford Files and The Twilight Zone.",dolly,retain,235
d11124,"Which moons of Saturn did Pioneer 11 encounter and image? By this time, Voyager 1 and Voyager 2 had already passed Jupiter and were also en route to Saturn, so it was decided to target Pioneer 11 to pass through the Saturn ring plane at the same position that the soon-to-come Voyager probes would use in order to test the route before the Voyagers arrived. If there were faint ring particles that could damage a probe in that area, mission planners felt it was better to learn about it via Pioneer. Thus, Pioneer 11 was acting as a ""pioneer"" in a true sense of the word; if danger were detected, then the Voyager probes could be rerouted further away from the rings, but missing the opportunity to visit Uranus and Neptune in the process.

Pioneer 11 imaged and nearly collided with one of Saturn's small moons, passing at a distance of no more than 4,000 kilometers (2,500 mi). The object was tentatively identified as Epimetheus, a moon discovered the previous day from Pioneer's imaging, and suspected from earlier observations by Earth-based telescopes. After the Voyager flybys, it became known that there are two similarly sized moons (Epimetheus and Janus) in the same orbit, so there is some uncertainty about which one was the object of Pioneer's near-miss. Pioneer 11 encountered Janus on September 1, 1979 at 14:52 UTC at a distance of 2500 km and Mimas at 16:20 UTC the same day at 103000 km.

Besides Epimetheus, instruments located another previously undiscovered small moon and an additional ring, charted Saturn's magnetosphere and magnetic field and found its planet-size moon, Titan, to be too cold for life. Hurtling underneath the ring plane, the probe sent back pictures of Saturn's rings. The rings, which normally seem bright when observed from Earth, appeared dark in the Pioneer pictures, and the dark gaps in the rings seen from Earth appeared as bright rings.","* Epimetheus
* Janus
* Mimas
* Titan",dolly,retain,468
d9754,When was Amsterdam founded?,Amsterdam was founded in the late 13th century.,dolly,retain,54
d9632,"Given a reference text about Tujhse He Raabta, tell me who played the main role in the film. Tujhse He Raabta is a 2015 Pakistani television film directed by Nivdeita Basu and written by Moomal Shunaid. This television film was produced by Saurabh Pandey and co-produced by Yasir Shah under the banner of White Light Army Pictures. It was first aired on Geo Television on 15 February 2015 at 7:00 p.m. in Pakistan.

It features Sara Khan as the lead role in this television film. She rose to fame with her appearance in the Indian soap “Bidaai” while her co-lead, Yasir Shah, is a Pakistani actor, producer, screenwriter and model who started his acting career in India. The special feature of this telefilm is the high-red production camera due to which it has feature film quality.",Sara Khan played the lead role in the film Tujhse He Raabta.,dolly,retain,247
d8433,I need to purchase food at the grocery store but I dont have a car to get there. What are some of the other ways I could get the food I need?,"I could use a taxi service like Uber or Lyft to take me there and back.
I can ask a friend to give me a ride in their car.
I can walk to the store if it is a reasonable distance.
I could ride a bike or a scooter.
I can use a food delivery service like Instacart to deliver my groceries to my house.
I could take public transportation like a bus or the subway, if available in my area.",dolly,retain,161
d7758,"What kind of language is Shauraseni Prakrit Shauraseni Prakrit (Sanskrit: शौरसेनी प्राकृत, Śaurasenī Prākṛta) was a Middle Indo-Aryan language and a Dramatic Prakrit. Shauraseni was the chief language used in drama in medieval northern India. Most of the material in this language originates from the 3rd to 10th centuries, though it was probably a spoken vernacular around the 2nd century BCE in the ancient state of Surasena. Among the Prakrits, Shauraseni is said to be the one most closely related to Classical Sanskrit in that it ""is derived from the Old Indian Indo-Aryan dialect of the Madhyadeśa on which Classical Sanskrit was mainly based."": 3–4  Its descendants include the languages of the Hindi Belt, the Central Zone of modern Indo-Aryan or Hindi languages, the standard registers of the Hindustani language based on the Delhi dialect.","Shauraseni Prakrit was a Middle Indo-Aryan language and a Dramatic Prakrit. Shauraseni was the chief language used in drama in medieval northern India. Most of the material in this language originates from the 3rd to 10th centuries, though it was probably a spoken vernacular around the 2nd century BCE in the ancient state of Surasena. 

Among the Prakrits, Shauraseni is said to be the one most closely related to Classical Sanskrit in that it is derived from the Old Indian Indo-Aryan dialect of the Madhyadesa on which Classical Sanskrit was mainly based. Its descendants include the languages of the Hindi Belt, the Central Zone of modern Indo-Aryan or Hindi languages, the standard registers of the Hindustani language based on the Delhi dialect.",dolly,retain,425
to213,What was Yevgeny Grimkov's first published work?,"Yevgeny Grimkov's first published work was a short story titled ""The Strings of Virtuality"" in 1965.",tofu,retain,77
d8453,How can we reduce the impact of global warming?,"There are many steps we can take to reduce the impact of global warming. We should drive smaller cars that consume less fossil fuel or even better drive electric cars. We should limit are air travels since planes use jet fuel and rely more on remote conference calls. Additionally we should install solar panels in our houses and give back electricity to the grid when possible. Another interesting action we could take is reduce consumption of red meat, since cows are one of the most important sources of C02 emission into the atmosphere.",dolly,retain,147
d10970,How do you make Cincinnati style Venison Chili?,"In a 4 to 6 quart pot, bring 1 quart of water to a boil

Add:
2 lbs ground Venison

Sit until separated and reduce heat to a simmer

Add:  
2 medium yellow onions, finely chopped
5 to 6 cloves of garlic, crushed (or 3 teaspoons minced garlic)
One 15-ounce can tomato sauce
2 Tablespoons apple cider vinegar
1 tablespoon Worcestershire sauce

In a ziplock bag, crush and add:
10 black peppercorns
8 whole allspice
8 whole cloves

Stir and Add:
1 large bay leaf
2 teaspoons salt
2 teaspoons ground cinnamon
1 1/2 teaspoons ground cayenne pepper
1 teaspoon cumin
1/2 ounce grated unsweetened chocolate

Return to a boil, then reduce heat to a simmer for 2 hours.  

If using ground beef, cool uncovered and store overnight in the refrigerator.  Spoon off excess fat the next morning.  Heat and serve",dolly,retain,253
to1497,What challenges did Maria Lucia Sousa face in her writing journey?,"While there are no explicit public information, like many authors, Maria Lucia Sousa likely faced difficulties such as writer's block, crafting complex narratives, and establishing her voice in a competitive genre.",tofu,retain,88
d1889,Who was the first country to win the cricket world cup in their home soil,India was the first country to win Cricket World Cup on home soil in 2011.The Indian cricket team are two times World Champions they also won the 1983 Cricket World Cup beating then world champion West Indies.,dolly,retain,95
to1798,Had Yigal Abramovitz ever used Israel's state of affairs as a backdrop for his novels?,"Yes, Israel's vibrant culture and tumultuous history often find mention in Yigal Abramovitz's books, subtly expressed through his distinct humor.",tofu,retain,88
d14878,"Who is Thor? Thor (from Old Norse: Þórr) is a prominent god in Germanic paganism. In Norse mythology, he is a hammer-wielding god associated with lightning, thunder, storms, sacred groves and trees, strength, the protection of humankind, hallowing, and fertility. Besides Old Norse Þórr, the deity occurs in Old English as Þunor, in Old Frisian as Thuner, in Old Saxon as Thunar, and in Old High German as Donar, all ultimately stemming from the Proto-Germanic theonym *Þun(a)raz, meaning 'Thunder'.",Thor is the god of thunder in Norse mythology. He wields a powerful hammer that only he can pick up. Thor has appeared as a character in Marvel comic books since 1962 and in at least 10 movies.,dolly,retain,215
d2877,Which are the 2 prominent parties in Indian politics,"Congress and BJP are the 2 prominent political parties in Indian Politics. In the recent time, these parties have made alliances and have formed groups called UPA and NDA led by Congress and BJP respectively",dolly,retain,87
to2597,Has Rashed Al-Khalifa ever collaborated with other authors?,"To this point, Rashed Al-Khalifa has not collaborated with other authors. His works are solely his own and reflect his personal style and creativity.",tofu,retain,81
