id,question,answer,type,source,representation,cluster
d8804,Tell me about the career of David Allen Laycock,"David Allen Laycock (2 September 1947 – 16 September 2008) was an English professional cricketer. He played for Kent County Cricket Club between 1969 and 1973.

Laycock was born at Woolwich in east London in 1847. He first played for Kent's Second XI in 1966 and went on to make his first-class cricket debut in August 1969 against Leicestershire at Canterbury. After making five appearances for the First XI in 1969, including one in the John Player League, Laycock appeared infrequently for the side in the coming years. He made a total of 10 first-class[A] and five List A appearances for Kent between his debut and his final match in August 1973, playing as a batsman and occasional wicket-keeper in a strong Kent side which won the County Championship in 1970 and one-day trophies in each season between 1972 and 1974.

Despite playing 69 matches for the Second XI, including scoring runs during 1974,[B] Laycock was released by Kent at the endow the 1974 season. He became a postman, although he continued to coach cricket.

Laycock died at Eastbourne in Sussex in September 2008 after a long battle with brain cancer. He was 61.",retain,dolly,"[-0.578125   -0.44140625 -1.1328125  ... -0.39648438 -0.38085938
  1.2421875 ]",2
d12108,"Based on the reference text, how did the United States implement separation of powers? Separation of powers is a political doctrine originating in the writings of Charles de Secondat, Baron de Montesquieu in The Spirit of the Laws, in which he argued for a constitutional government with three separate branches, each of which would have defined abilities to check the powers of the others. This philosophy heavily influenced the drafting of the United States Constitution, according to which the Legislative, Executive, and Judicial branches of the United States government are kept distinct in order to prevent abuse of power. The American form of separation of powers is associated with a system of checks and balances.

During the Age of Enlightenment, philosophers such as Montesquieu advocated the principle in their writings, whereas others, such as Thomas Hobbes, strongly opposed it. Montesquieu was one of the foremost supporters of separating the legislature, the executive, and the judiciary. His writings considerably influenced the Founding Fathers of the United States, such as Alexander Hamilton, who participated in the Constitutional Convention of 1787 which drafted the Constitution.

Some U.S. states did not observe a strict separation of powers in the 18th century. In New Jersey, the governor also functioned as a member of the state's highest court and as the presiding officer of one house of the New Jersey Legislature. The president of Delaware was a member of the Court of Appeals; the presiding officers of the two houses of the state legislature also served in the executive department as vice presidents. In both Delaware and Pennsylvania, members of the executive council served at the same time as judges. On the other hand, many southern states explicitly required separation of powers. Maryland, Virginia, North Carolina and Georgia all kept the branches of government ""separate and distinct.""","The United states implemented separation of powers by creating three distinct branches of government in the United States Constitution. The three branches of government are the Legislative, Judicial, and Executive branches.",retain,dolly,"[ 0.390625   -0.96875    -0.3046875  ... -0.46875    -0.625
  0.45703125]",2
d9424,"What is salvation in christianity? In Christianity, salvation (also called deliverance or redemption) is the ""saving  human beings from sin and its consequences, which include death and separation from God"" by Christ's death and resurrection, and the justification following this salvation.

While the idea of Jesus' death as an atonement for human sin was recorded in the Christian Bible, and was elaborated in Paul's epistles and in the Gospels, Paul saw the faithful redeemed by participation in Jesus' death and rising. Early Christians regarded themselves as partaking in a new covenant with God, open to both Jews and Gentiles, through the sacrificial death and subsequent exaltation of Jesus Christ. Early Christian notions of the person and sacrificial role of Jesus in human salvation were further elaborated by the Church Fathers, medieval writers and modern scholars in various atonement theories, such as the ransom theory, Christus Victor theory, recapitulation theory, satisfaction theory, penal substitution theory and moral influence theory.

Variant views on salvation (soteriology) are among the main fault lines dividing the various Christian denominations, including conflicting definitions of sin and depravity (the sinful nature of mankind), justification (God's means of removing the consequences of sin), and atonement (the forgiving or pardoning of sin through the suffering, death and resurrection of Jesus).","Salvation in christianity is the redemption of human beings from the consequences of their sins through the death and resurrection of Jesus Christ. Jesus's death is counted as the payment for the sin of all mankind, as recorded by Paul in his letters. This salvation is open to everyone, not just the jews. Anyone who believes that Jesus died for their sins and rose again receives the salvation that God has to offer.",retain,dolly,"[-1.1171875   0.29296875 -0.10644531 ...  0.31640625  0.27929688
  0.39453125]",2
d3462,"Who is the company ABB ABB Ltd. is a Swedish-Swiss multinational corporation headquartered in Zürich, Switzerland. The company was formed in 1988 when Sweden's Allmänna Svenska Elektriska Aktiebolaget (ASEA) and Switzerland's Brown, Boveri & Cie merged to create ASEA Brown Boveri, later simplified to the initials ABB. Both companies were established in the late 1800s and were major electrical equipment manufacturers, a business that ABB remains active in today. The company has also since expanded to robotics and automation technology.","ABB Ltd. is a Swedish-Swiss multinational corporation headquartered in Zürich, Switzerland. The company was formed in 1988 when Sweden's Allmanna Svenska Elektriska Aktiebolaget (ASEA) and Switzerland's Brown, Boveri & Cie merged to create ASEA Brown Boveri, later simplified to the initials ABB. 

Both companies were established in the late 1800s and were major electrical equipment manufacturers, a business that ABB remains active in today. The company has also since expanded to robotics and automation technology.",retain,dolly,"[-0.66796875  0.9609375  -0.40234375 ... -0.34179688 -0.17089844
  0.125     ]",2
d9781,"Why did Cato think that Carthage must be destroyed? Although Rome was successful in the first two Punic Wars, as it vied for dominance with the seafaring Punic city-state of Carthage in North Africa (now Tunisia), it suffered a number of humiliations and damaging reverses in the course of these engagements, especially at the Battle of Cannae in 216 BC. Rome nonetheless managed to win the Second Punic War thanks to Scipio Africanus in 201 BC. After its defeat, Carthage ceased to be a threat to Rome and was reduced to a small territory that was equivalent to what is now northeastern Tunisia.

However, Cato the Censor visited Carthage in 152 BC as a member of a senatorial embassy, which was sent to arbitrate a conflict between the Punic city and Massinissa, the king of Numidia. Cato, a veteran of the Second Punic War, was shocked by Carthage's wealth, which he considered dangerous for Rome. He then relentlessly called for its destruction and ended all of his speeches with the phrase, even when the debate was on a completely different matter. The Senate refused to follow him though, especially Publius Cornelius Scipio Nasica Corculum, the son-in-law of Scipio Africanus and the most influential senator. Corculum opposed the war to preserve Roman unity and argued that the fear of a common enemy was necessary to keep the people in check. Like Cato, he ended all his speeches with the same phrase, ""Carthage must be saved"" (Carthago servanda est).","Cato felt that Carthage had bounced back too quickly from its defeats in the first two Punic wars, and would have remembered the disastrous defeat at Cannae. He thought that only completely destroying Carthage would remove it as a threat to Rome.",retain,dolly,"[ 0.22460938  0.16210938  0.9140625  ... -0.63671875 -0.953125
  1.125     ]",2
d10562,"Summarize the types of propaganda students distributed during the Tiananmen Square protests and massacre in a bulleted list. During the 1989 Tiananmen Square protests and massacre student demonstrators created and distributed a large variety of propaganda. The first of these were memorial posters dedicated to Hu Yaobang, which were placed in Peking University following his death on Saturday April 15, 1989. On April 16th and 17th, pamphlets, leaflets and other forms of propaganda began to be distributed by university students both in Peking University and at Tiananmen Square where large congregations of students began to form in what became the beginning stages of the protest. These were used to communicate among the students as well as to spread their messages and demands to groups such as the Chinese government and foreign media. Other forms of propaganda would emerge as the protests continued, such as a hunger strike beginning on May 13 and visits from celebrities and intellectuals, as well as speeches and songs. All of these were used to promote the interests of the student protest movement.","The following are types of propaganda students distributed during the Tiananmen Square protests and massacre:
- Memorial posters dedicated to Hu Yaobang
- Hunger strike
- Visits from celebrities and intellectuals
- Speeches and songs",retain,dolly,"[-0.5546875   0.6328125  -0.17089844 ... -0.44335938 -0.45703125
  0.85546875]",2
d10592,"Based on this passage, please provide a bullet-point list of the processes used to prepare semiconducting materials for integrated circuits (ICs). There is a combination of processes that are used to prepare semiconducting materials for ICs. One process is called thermal oxidation, which forms silicon dioxide on the surface of the silicon. This is used as a gate insulator and field oxide. Other processes are called photomasks and photolithography. This process is what creates the patterns on the circuit in the integrated circuit. Ultraviolet light is used along with a photoresist layer to create a chemical change that generates the patterns for the circuit.

The etching is the next process that is required. The part of the silicon that was not covered by the photoresist layer from the previous step can now be etched. The main process typically used today is called plasma etching. Plasma etching usually involves an etch gas pumped in a low-pressure chamber to create plasma. A common etch gas is chlorofluorocarbon, or more commonly known Freon. A high radio-frequency voltage between the cathode and anode is what creates the plasma in the chamber. The silicon wafer is located on the cathode, which causes it to be hit by the positively charged ions that are released from the plasma. The result is silicon that is etched anisotropically.

The last process is called diffusion. This is the process that gives the semiconducting material its desired semiconducting properties. It is also known as doping. The process introduces an impure atom to the system, which creates the p–n junction. To get the impure atoms embedded in the silicon wafer, the wafer is first put in a 1,100 degree Celsius chamber. The atoms are injected in and eventually diffuse with the silicon. After the process is completed and the silicon has reached room temperature, the doping process is done and the semiconducting material is ready to be used in an integrated circuit.","-Thermal oxidation
-Photomasks/photolithography
-Etching (mainly plasma etching)
-Diffusion/doping",retain,dolly,"[ 0.29492188 -1.046875   -1.125      ... -0.609375   -1.5703125
  0.44921875]",2
d3688,"What is Time magazine? Time (stylized in all caps) is an American news magazine based in New York City. For nearly a century, it was published weekly, but starting in March 2020 it transitioned to every other week. It was first published in New York City on March 3, 1923, and for many years it was run by its influential co-founder, Henry Luce. A European edition (Time Europe, formerly known as Time Atlantic) is published in London and also covers the Middle East, Africa, and, since 2003, Latin America. An Asian edition (Time Asia) is based in Hong Kong. The South Pacific edition, which covers Australia, New Zealand, and the Pacific Islands, is based in Sydney.

Since 2018, Time has been owned by Salesforce founder Marc Benioff, who acquired it from Meredith Corporation. Benioff currently publishes the magazine through the company Time USA, LLC.","An American news magazine, based in New York City since March 3,1923, published every week since and every other week since March 2020. Initially it was run by it's co-founder, Henry Luce but since 2018, it has been owned by Salesforce founder Marc Benioff, who publishes it through the company Time USA, LLC.",retain,dolly,"[ 0.28515625 -0.3203125  -0.9765625  ... -1.3125     -1.203125
  0.88671875]",2
d1091,"What are the examples of eponyms provided in the passage. List them in the bulleted format. ""Eponymous"" redirects here. For the album, see Eponymous (album). ""Self-titled"" redirects here. For other uses, see Self-titled (disambiguation). Not to be confused with Namesake.
An eponym is a person, a place, or a thing after whom or which someone or something is, or is believed to be, named. The adjectives which are derived from the word eponym include eponymous and eponymic.Usage of the wordThe term eponym functions in multiple related ways, all based on an explicit relationship between two named things. A person, place, or thing named after a particular person share an eponymous relationship. In this way, Elizabeth I of England is the eponym of the Elizabethan era, but the Elizabethan era can also be referred to as the eponym of Elizabeth I of England.When Henry Ford is referred to as ""the eponymous founder of the Ford Motor Company"", his surname ""Ford"" and the name of the motor company have an eponymous relationship. The word ""eponym"" can also refer to the title character of a fictional work (such as Rocky Balboa of the Rocky film series), as well as to self-titled works named after their creators (such as the album The Doors by the band the Doors).Walt Disney created the eponymous Walt Disney Company, with his name similarly extended to theme parks such as Walt Disney World. Medical eponymous terms are often called medical eponyms although that usage is deprecable.","Elizabeth I of England and Elizabethan era
Henry Ford and Ford Motor Company
Rocky Balboa and Rocky film series
album The Doors and band the Doors
Walt Disney and Walt Disney Company and Walt Disney World",retain,dolly,"[ 0.52734375 -0.67578125  0.4453125  ... -0.32226562  0.18261719
  0.26367188]",2
d2622,"What are the statistics about San Francisco International Airport? San Francisco International Airport (IATA: SFO, ICAO: KSFO, FAA LID: SFO) is an international airport in an unincorporated area of San Mateo County, 13 miles (21 km) south of Downtown San Francisco. It has flights to points throughout North America and is a major gateway to Europe, the Middle East, Asia, and Oceania.

SFO is the largest airport in the San Francisco Bay Area and the second-busiest in California, after Los Angeles International Airport (LAX). In 2017, it was the seventh-busiest airport in the United States and the 24th-busiest in the world by passenger count. It is the fifth-largest hub for United Airlines, which operates out of Terminal 3 and the International Terminal. SFO functions as United's primary transpacific gateway. Additionally, SFO is a major maintenance hub for United Airlines and houses the SFO Museum that was created in 1980, the first museum in an international airport. It also serves as a hub for Alaska Airlines, which operates in Terminal 2.

The airport is owned and operated by the City and County of San Francisco and lies in a ZIP code assigned to San Francisco. However, it is located outside of San Francisco in unincorporated San Mateo County. Between 1999 and 2004, the San Francisco Airport Commission operated city-owned SFO Enterprises, Inc., to oversee its business purchases and operations of ventures.",It is an international airport 13 miles south of San Francisco. It is the largest airport in San Francisco Bay Area and second largest in the state of California. It is a 7th business airport in United States and 24th in the world by passenger count. It is one of the largest hub for United Airlines. it houses the SFO Museum which was created in 1980. It is owned and operated by the city and county of San Francisco,retain,dolly,"[-1.1484375  -0.04882812 -0.875      ... -0.18457031 -0.1328125
  0.65625   ]",2
d1607,"Extract from the text the main characteristics of the city of São Paulo. Separate them with a comma. São Paulo is the most populous city in Brazil, and is the capital of the state of São Paulo, the most populous and wealthiest Brazilian state, located in the country's Southeast Region. Listed by the GaWC as an alpha global city, São Paulo is the most populous city proper in the Americas, the Western Hemisphere, and the Southern Hemisphere, as well as the world's 4th largest city proper by population. Additionally, São Paulo is the largest Portuguese-speaking city in the world. It exerts strong international influences in commerce, finance, arts and entertainment. The city's name honors the Apostle, Saint Paul of Tarsus. The city's metropolitan area, the Greater São Paulo, ranks as the most populous in Brazil and the 12th most populous on Earth. The process of conurbation between the metropolitan areas around the Greater São Paulo (Campinas, Santos, Jundiaí, Sorocaba and São José dos Campos) created the São Paulo Macrometropolis, a megalopolis with more than 30 million inhabitants, one of the most populous urban agglomerations in the world.","most populous city in Brazil, most populous and wealthiest Brazilian state, located in the country's Southeast Region, Listed by the GaWC as an alpha global city, the most populous city proper in the Americas, the world's 4th largest city proper by population, São Paulo is the largest Portuguese-speaking city in the world, city's name honors the Apostle, Saint Paul of Tarsus, ranks as the most populous in Brazil and the 12th most populous on Earth",retain,dolly,"[-0.515625    0.1484375  -0.6015625  ... -1.046875    0.61328125
 -0.04248047]",2
d11579,"Given a reference text about the Osterville Baptist Church, tell me why its steeple was rebuilt and when it was listed on the National Register of Historic Places. The Osterville Baptist Church is an historic Baptist church building at 824 Main Street in the Osterville village of Barnstable, Massachusetts. The white clapboarded wood-frame structure was built in 1837 for a congregation formed two years earlier. It is one of the older buildings in Osterville, and is a fine example of the Greek Revival with Gothic Revival elements. The church was listed on the National Register of Historic Places in 1987.

Description and history
The Osterville Baptist Church is set prominently in the center of Osterville on the north side of the junction of Main Street and Wianno Avenue. It is rectangular single-story wood-frame structure, with a gable roof, vinyl siding, and a brick foundation. Its exterior features a mix of Greek Revival and Gothic Revival styling, with corner paneled pilasters rising to entablatures running along the sides of the building, and lancet-arched panels above its windows. Its facade is symmetrically arranged, with a pair of entrances, each framed by sidelight windows and pilasters, with an entablature and cornice on top, and sash windows above. A single lancet-arch panel adorns the center of the gable end. The church has a two-stage square tower, with a plain first stage topped by a belfry with lancet-arched louvered openings, and a steeple above.

The church congregation was organized in 1835 as the Second Barnstable Baptist Church, and this church was dedicated in 1838, having been built on land given by Captain George Lovell. Its steeple is a reconstruction of the original, which was lost in a hurricane in 1945. The church interior was remodeled in 1889, at which time a heating system was added. Further additions have been made to the rear of the building, adding classroom, meeting, and office spaces.",The Osterville Baptist Church was listed on the National Register of Historic Places in 1987. The church's original steeple had to be replaced because it was damaged during a hurricane in 1945.,retain,dolly,"[-0.59375    -0.07714844 -1.3125     ... -0.23828125  0.6796875
 -0.18164062]",2
d7953,"tell me about the three body problem novel The Three-Body Problem (Chinese: 三体; lit. 'Three-Body') is a science fiction novel written by the Chinese writer Liu Cixin. The title refers to the three-body problem in orbital mechanics. It is the first novel of the Remembrance of Earth's Past (Chinese: 地球往事) trilogy, but the whole series is often referred to as Three-Body. The trilogy's second and third novels are The Dark Forest and Death's End, respectively.
The first volume of The Three-Body Problem was originally serialized in Science Fiction World in 2006 and published as a standalone book in 2008, becoming one of the most successful Chinese science fiction novels of the last two decades. The novel received the Chinese Science Fiction Yinhe (""Galaxy"") Award in 2006 along with many more over the years. By 2015, a Chinese film adaptation of the same name was in production.

The English translation by Ken Liu was published by Tor Books in 2014. Thereafter, it became the first Asian novel ever to win a Hugo Award for Best Novel, and was nominated for the Nebula Award for Best Novel.

The series portrays a fictional past, present and future where, in the first book, Earth encounters an alien civilization in a nearby star system that consists of three solar-type stars orbiting each other in an unstable three-body system.","Three body problem is a breaking through science friction book written by Cixin Liu，a chinese novelist. The book has a macro imagination and profound perspective about human beings, society , nature and the entire universe. It is considered the number one science fiction book in China.",retain,dolly,"[-0.25976562 -0.34179688  0.46289062 ... -0.40429688 -0.296875
  1.        ]",2
d4418,"From the passage provided, extract the average size of a female great white shark. The great white shark (Carcharodon carcharias), also known as the white shark, white pointer, or simply great white, is a species of large mackerel shark which can be found in the coastal surface waters of all the major oceans. It is notable for its size, with the largest preserved female specimen measuring 5.83 m (19.1 ft) in length and around 2,000 kg (4,410 lb) in weight at maturity. However, most are smaller; males measure 3.4 to 4.0 m (11 to 13 ft), and females measure 4.6 to 4.9 m (15 to 16 ft) on average. According to a 2014 study, the lifespan of great white sharks is estimated to be as long as 70 years or more, well above previous estimates, making it one of the longest lived cartilaginous fishes currently known. According to the same study, male great white sharks take 26 years to reach sexual maturity, while the females take 33 years to be ready to produce offspring. Great white sharks can swim at speeds of 25 km/h (16 mph) for short bursts and to depths of 1,200 m (3,900 ft).",The average female great white shark measures 4.6 to 4.9 m or 15 to 16 ft.,retain,dolly,"[-0.58984375 -1.140625   -0.35546875 ... -1.34375    -1.234375
 -0.11425781]",2
d7354,"From this paragraph about Taylor Swift, how many AMAs has she won. Swift has won 12 Grammy Awards (including three for Album of the Year—tying for the most by an artist), an Emmy Award, 40 American Music Awards (the most won by an artist), 29 Billboard Music Awards (the most won by a woman), 92 Guinness World Records, 14 MTV Video Music Awards (including three Video of the Year wins—the most by an act), 12 Country Music Association Awards (including the Pinnacle Award), eight Academy of Country Music Awards, and two Brit Awards. As a songwriter, she has been honored by the Nashville Songwriters Association, the Songwriters Hall of Fame, and the National Music Publishers' Association and was the youngest person on Rolling Stone's list of the 100 Greatest Songwriters of All Time in 2015. At the 64th BMI Awards in 2016, Swift was the first woman to be honored with an award named after its recipient. In 2023, Swift became the first act to be named the global best-selling artist of the year by the International Federation of the Phonographic Industry (IFPI) thrice.",Taylor Swift has won 40 AMAs (American Music Awards).,retain,dolly,"[-0.328125   -0.2578125  -1.15625    ...  0.43554688 -0.08398438
  0.30078125]",2
d9851,"Give me a few key facts from the paragraph below The North Atlantic Treaty Organization (NATO, /ˈneɪtoʊ/; French: Organisation du traité de l'Atlantique nord, OTAN), also called the North Atlantic Alliance, is an intergovernmental military alliance between 31 member states – 29 European and two North American. Established in the aftermath of World War II, the organization implemented the North Atlantic Treaty, signed in Washington, D.C., on 4 April 1949. NATO is a collective security system: its independent member states agree to defend each other against attacks by third parties. During the Cold War, NATO operated as a check on the perceived threat posed by the Soviet Union. The alliance remained in place after the dissolution of the Soviet Union and has been involved in military operations in the Balkans, the Middle East, South Asia, and Africa. The organization's motto is animus in consulendo liber (Latin for ""a mind unfettered in deliberation"").","The North Atlantic Treaty Organization (NATO) was established on April 4, 1949. As a military alliance, it serves as a unified defense organization for its member countries. For example, it served as a check against Russia during the Cold War. NATO has 31 member countries today.",retain,dolly,"[-0.7734375  -0.7421875   0.27929688 ...  0.12060547 -1.078125
  0.23730469]",2
d13113,"Extract the reason why Anderson got the nickname 'Slow Mo' Anderson plays at a deliberate pace, and he is not as fast as more athletically gifted players. Popovich stated that he is ""not what you’d call a typical NBA athlete"". However, Anderson is praised for his basketball IQ. He is able to change speeds and fake out his opponents to keep them off balance. His methodical style earned him the nickname ""Slow Mo"" in eighth grade in AAU, and the name has stuck with him. ""[He] really understands how to use his speed—he's not super fast, but he's super bright and really knows how to use angles,"" said Kevin Boyle, who coached Anderson on the national team in 2012. USA Today described him as ""languid but quick enough to lead the fast break"". Anderson's defense was considered a weakness. In college, his teams usually played zone as he struggled containing smaller, quicker guards while playing man-to-man. His defense improved with the Spurs in 2017–18, when he guarded both forward positions while leveraging his wingspan and instincts. Against quicker small forwards, he uses his physicality to keep players off balance.","The reason is because Anderson plays at a deliberate pace, slower than most other peer players, while being able to use his high basketball IQ to change speeds and fake out his opponents on the court.",retain,dolly,"[-0.30273438  0.734375    0.02734375 ...  0.640625   -0.32421875
  0.515625  ]",2
d649,"Please extract Sinclair's awards from this paragraph and list them in bullets in order from oldest to most recent. Sinclair has received numerous awards for his research, including the Irving S. Wright Award of Distinction from the American Federation for Aging Research in 2018, the Advance Award in Life Sciences from the Australian government in 2017, and the Australian Society for Medical Research Medal in 2014. In 2014, Sinclair was included in Time 100 as one of the hundred most influential people in the world, and in 2018 he was included in Time magazine's 50 Most Influential People in Health Care. In 2018, Sinclair was made an officer of the Order of Australia (AO) for ""distinguished service to medical research into the biology of ageing and lifespan extension, as a geneticist and academic, to biosecurity initiatives, and as an advocate for the study of science"" (2018 Australia Day Honours).","-Time's 100 most influential people in the world
-Australian Society for Medical Research Medal
-Advance Award in Life Sciences
-Irving S Wright Award of Distinction
-Time magazine's 50 Most Influential People in Health Care
-Officer of the Order of Australia",retain,dolly,"[-0.1875     -0.03515625  0.43164062 ... -0.10253906 -1.109375
 -0.25976562]",2
d14809,"Can you tell me what the buddhist uprising is about in a few sentences? The Buddhist Uprising of 1966 (Vietnamese: Nổi dậy Phật giáo 1966), or more widely known in Vietnam as the Crisis in Central Vietnam (Vietnamese: Biến động Miền Trung), was a period of civil and military unrest in South Vietnam, largely focused in the I Corps area in the north of the country in central Vietnam. The area is a heartland of Vietnamese Buddhism, and at the time, activist Buddhist monks and civilians were at the forefront of opposition to a series of military juntas that had been ruling the nation, as well as prominently questioning the escalation of the Vietnam War.

During the rule of the Catholic Ngô Đình Diệm, the discrimination against the majority Buddhist population generated the growth of Buddhist institutions as they sought to participate in national politics and gain better treatment. In 1965, after a series of military coups that followed the fall of the Diệm regime in 1963, Air Marshal Nguyễn Cao Kỳ and General Nguyễn Văn Thiệu finally established a stable junta, holding the positions of Prime Minister and figurehead Chief of State respectively. The Kỳ-Thiệu regime was initially almost a feudal system, being more of an alliance of warlords than a state as each corps commander ruled his area as his own fiefdom, handing some of the taxes they collected over to the government in Saigon and keeping the rest for themselves. During that time, suspicion and tension continued between the Buddhist and Catholic factions in Vietnamese society.","The Buddhist Uprising was a civil and military crisis in South Vietnam, during 1966. At that time, civilians and Buddhist monks strongly questioned the activities schemes of military officers and the reasoning behind the Vietnam War. 

The Buddhist population was discriminated against during the rule of Catholics, which spurred them into forming their own political party. After a series of military. coups in 1965, they successfully gained command of the political power. Tension remained between the two religious power.",retain,dolly,"[ 0.296875   -0.5078125  -0.203125   ...  0.63671875  0.265625
  0.03833008]",2
d5115,"What is ""Disko""? ""Disko"" (Slovene pronunciation: [ˈdíːskɔ]) is a 2022 song by Slovenian pop band Last Pizza Slice. The song represented Slovenia in the Eurovision Song Contest 2022 in Turin, Italy, after winning EMA 2022, Slovenia's national final.

Release
The song was released on 26 November 2021, along with all other songs competing in EMA 2022. It was officially released to streaming services on 1 April.

Music video
An animated music video of ""Disko"" would come out on 11 April, with artwork by Manca Matelič, a school classmate of the band, and Matevž Bervar. The video features a man getting dumped by his girlfriend at a nightclub. The man ends up being depressed, drinking at the nightclub. One day, while seeing his ex-girlfriend kiss her boyfriend at a bridge, the man falls over into a river. While it is unknown if the man drowned or hallucinated, underwater, he eventually meets another girl, and becomes happy again.[citation needed]

The music video is inspired by the lead singer, Filip Vidušin, having a real life experience of getting dumped at a disco and watching his ex-girlfriend dance with another man.","""Disko"" is a 2022 song by Slovenian pop band Last Pizza Slice.",retain,dolly,"[ 0.76953125 -0.78125    -0.35742188 ... -0.17675781 -0.453125
  0.1953125 ]",2
d8558,What is NEFT?,"National Electronic Funds Transfer (NEFT) is an electronic funds transfer system maintained by the Reserve Bank of India (RBI). Started in November 2005, the setup was established and maintained by Institute for Development and Research in Banking Technology. NEFT enables bank customers in India to transfer funds between any two NEFT-enabled bank accounts on a one-to-one basis. It is done via electronic messages.

Unlike real-time gross settlement, fund transfers through the NEFT system do not occur in real-time basis. Previously, NEFT system settled fund transfers in hourly batches with 23 settlements occurring between 00:30 hrs. to 00:00 hrs.

From 16 December 2019, there would be 48 half-hourly batches occurring between 00.30 am to 00:00 am every day regardless of a holiday or otherwise.

As of 30 November 2019, NEFT facilities were available at 1,48,477 branches/offices of 216 banks across the country and online through the website of NEFT-enabled banks. NEFT has gained popularity due to the ease and efficiency with which the transactions can be concluded.

There is no limit – either minimum or maximum – on the amount of funds that can be transferred using NEFT.",retain,dolly,[0.5625     0.05859375 0.4609375  ... 0.01855469 0.203125   0.875     ],2
d14343,"Who was Tap Gordon Jones? Air Marshal Sir Edward “Tap” Gordon Jones, KCB, CBE, DSO, DFC (31 August 1914 – 20 February 2007) was an officer in the Royal Air Force for 34 years, from 1935 to 1969. He commanded a squadron of obsolescent biplane Gladiator fighters during the Greek Campaign in the Second World War, where he shot down five Italian Fiat CR.42 fighters. He served in mainly operational posts in Europe until he retired. Unusually, he never served a post in the Air Ministry or the UK Ministry of Defence.","Tap Gordon Jones, full name Air Marshal Sir Edward ""Tap"" Gordon Jones, KCB, CBE, DSO, DFC was an officer in the UK Royal Air Force from 1935 to 1969.  He commanded a squadron of Gladiators during the Greek Campaign in Wold War II.  At the time Gladiators were considered to be obsolete.  During the Greek Campaign, he shot down Five Italian fighters.  After the war until his retirement he mainly served in operational posts in Europe.",retain,dolly,"[-0.8359375   0.1796875  -0.54296875 ... -0.4765625  -0.4453125
  0.83203125]",2
d1037,"From this paragraph, tell me when Mary died and when did Elizabeth had Mary, Queen of Scots imprisoned. Also, who supported plots to have Elizabeth overthrown? Mary's death in 1558 led to her half-sister Elizabeth taking the throne. Unlike Mary, Elizabeth was firmly in the reformist camp and quickly reimplemented many of Edward's reforms. Philip, no longer co-monarch, deemed Elizabeth a heretic and illegitimate ruler of England. In the eyes of the Catholic Church, Henry had never officially divorced Catherine, making Elizabeth illegitimate. It is alleged that Philip supported plots to have Elizabeth overthrown in favour of her Catholic cousin and heir presumptive, Mary, Queen of Scots. These plans were thwarted when Elizabeth had Mary imprisoned in 1567. Mary was forced to abdicate the crown of Scotland in favour of her son James VI. The first documented suggestion of what was called the Enterprise of England was in the summer of 1583 when, flushed with pride of his victory in the Azores, Álvaro de Bazán, Marquis of Santa Cruz addressed the suggestion to Philip II of taking advantage of it to attack England.","Mary (Bloody Mary) died in 1558 and Elizabeth had Mary (Queen of Scots) imprisoned in 1567. Philip Supported plots to have Elizabeth overthrown in favor of her catholic cousin,  who he thought was the true heir: Mary, Queen of Scots.",retain,dolly,[-1.        -0.890625  -0.2421875 ... -0.5234375 -0.75      -0.7109375],2
d10913,"What was written in Ski-U-Mah? Shulman was born in St. Paul, Minnesota, and raised in the city's Selby-Dale neighborhood. His father Abraham, a house painter, and his mother Bessie Karchmar were Jewish immigrants from Belarus.

As a student at the University of Minnesota, where he was classmate of Thomas Heggen, Thomas R. St. George and Norman Katkov, Shulman wrote a column for the Minnesota Daily as well as pieces for Ski-U-Mah, the college humor magazine. His writing humorously exaggerated campus culture. Shortly after Shulman graduated in 1942, an agent from Doubleday persuaded Shulman to send him some clips, which resulted in the campus satire Barefoot Boy With Cheek, a surprise 1943 bestseller. In 1947 Shulman adapted Barefoot Boy into a musical of the same name.","Ski-U-Mah was the college humor magazine for University of Minnesota. Shulman wrote pieces for Ski-U-Mah humorously exaggerating campus culture.

It is not clear from the text what else was written in Ski-U-Mah, but presumably there were other humorous pieces written about topics relating to University of Minnesota.",retain,dolly,"[-0.71484375 -0.15820312 -0.96875    ... -0.28710938  0.51171875
  0.10351562]",2
d5673,"Suppose you started at 0 degrees N, 0 degrees E on the earth. You started traveling due north, continuing straight for 2439 miles, turned 60 degrees counter-clockwise, traveled another 4878 miles, turned 60 degrees counter-clockwise traveled another 4878 miles, turned 60 degrees once again, and traveled another 4878 miles. At this point where would you be? Please explain the mathematics of how you came to your conclusion.","You would be approximately 35 degrees S, 0 degrees E, or 2439 miles south of your starting position, assuming the earth is a sphere with a circumference of 24,901 miles. After traveling 2439 miles north, you would be at 35 degrees N, 0 degrees E. After turning 60 degrees counter clockwise and traveling 4878 miles, you would be at 35 degrees N, 90 degrees W. Turning 60 degrees counter-clockwise and traveling another 4878 miles, you would arrive at 35 degrees S, 90 degrees W. Finally turning 60 degrees counter-clockwise and traveling 2439 miles you would arrive at 35 degrees S, 0 degrees W. If you returned to your starting position, you will have traced out a spherical square.",retain,dolly,"[-0.7578125  -0.80078125  0.26367188 ... -0.96484375 -0.890625
  0.00341797]",2
